t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-9.12240130243008e-06,0.000662392282548269,-0.007310664797491966,-41.75122241623256,48.230486165750435,5.137769196198399,-1656201.7170614246,5097264.758841336,3591181.9960583495,-226.82286500164605,-4617.160284474699,6406.276788851849,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,1.318649797213797e-05,0.0006611998594096747,-0.007296444001280126,-41.767801478045115,48.22274987507581,5.136790697889709,-1656202.8505043392,5097241.67303112,3591214.027877139,-226.5543008340479,-4617.1638020865075,6406.450726887721,0.994523805632198,-1.9577818801002478e-07,1.6445251942271783e-06,0.10451028670952606
0.01,6.552664045088162e-06,0.0006579127876691491,-0.007309959154493502,-41.76923955748589,48.223948450704526,5.148566655581462,-1656203.9826042934,5097218.587203418,3591246.0605655177,-226.2856807955134,-4617.167278314815,6406.624624637411,0.994525711846305,-3.3577793776804076e-07,3.2919144355159906e-06,0.10449214547347975
0.015,-1.4944171080873453e-05,0.0006836448320235801,-0.007314523830574601,-41.76455223700818,48.22120110757834,5.14946618208234,-1656205.1133611766,5097195.501358436,3591278.0941234967,-226.01707254384655,-4617.170714465931,6406.79856703564,0.9945276212567672,-4.914129117114906e-07,4.929398012097745e-06,0.10447397059945525
0.02,1.8074219325439317e-06,0.0006544567977890665,-0.007326337088763551,-41.765427104149374,48.21932236474275,5.1379713643381,-1656206.2427751,5097172.415496257,3591310.128551197,-225.74849677967066,-4617.174157086772,6406.972512957706,0.9945295315239601,-7.072167546067699e-07,6.625245004259636e-06,0.1044557843412158
0.025,5.056991447712746e-06,0.0006667488516168822,-0.007313424449104679,-41.77696788143565,48.21459887099399,5.141237439528806,-1656207.3708461197,5097149.329616751,3591342.1638485454,-225.47991116508214,-4617.177645545227,6407.14642648737,0.9945314445406921,-8.737487605111697e-07,8.252895570237622e-06,0.10443756867588742
0.03,-1.9686280377626695e-05,0.0006472433668907609,-0.007341730367766865,-41.77519764835118,48.21526077240627,5.132569996179851,-1656208.497574128,5097126.243719904,3591374.200015432,-225.21129212714342,-4617.181093167472,6407.320328181322,0.9945333538500049,-1.035410382605264e-06,9.911956689604375e-06,0.10441938508027161
0.035,9.913448179874426e-06,0.0006578182805871271,-0.0073166137290247655,-41.79340165117602,48.20260895861978,5.141770489679652,-1656209.6229590434,5097103.1578057045,3591406.2370517976,-224.94267403093298,-4617.184586724902,6407.494217968434,0.9945352702125183,-1.25350085173323e-06,1.1516061401419593e-05,0.1044011310720455
0.04,1.254684345326945e-05,0.0006536909422121525,-0.007326951022903778,-41.79215960889899,48.20738633340152,5.138591417818795,-1656210.7470007655,5097080.071874277,3591438.274957529,-224.67401484111738,-4617.187984264836,6407.668074633087,0.9945371796827618,-1.400755744660784e-06,1.3154184612522108e-05,0.10438293947606306
0.045,-2.8696744413559175e-06,0.0006404358079290663,-0.007307733496214477,-41.793981759699996,48.20147960146068,5.14176334707653,-1656211.869699187,5097056.985925781,3591470.313732593,-224.40535371861984,-4617.191414403302,6407.841950971324,0.9945390915148463,-1.540386393978423e-06,1.4782733008164703e-05,0.10436472214269632
0.05,4.0676968964700455e-06,0.0006525440607149469,-0.007315829231046534,-41.800539879597125,48.199758107066515,5.139359221295642,-1656212.991054333,5097033.899960191,3591502.353377017,-224.13670468081443,-4617.194821426481,6408.015818790702,0.9945409979978586,-1.7148887357848198e-06,1.6374302248295195e-05,0.1043465525562056
0.055,-1.098832545613394e-05,0.0006414253183648752,-0.007311821843166869,-41.799564466076085,48.194881708239095,5.136713112906712,-1656214.111066174,5097010.813977569,3591534.393890753,-223.8680317097054,-4617.198227094942,6408.189675360158,0.9945429062573972,-1.8753012939689447e-06,1.7997786559683536e-05,0.10432836280538971
0.06,5.8089502483847915e-06,0.0006433819618044039,-0.007332668238839814,-41.80226514071689,48.19619177594775,5.140610378901705,-1656215.2297346883,5096987.7279779,3591566.4352737255,-223.59937397986005,-4617.201640704493,6408.363513711263,0.9945448131370517,-2.070248321316277e-06,1.958969879256393e-05,0.10431018298394874
0.065,-1.3073732984177789e-05,0.0006505705182217757,-0.007316618265085488,-41.79917104554695,48.19118605353662,5.141533947250518,-1656216.3470599034,5096964.641961191,3591598.477525945,-223.33071208663196,-4617.205043002923,6408.537374043669,0.9945467251170917,-2.223942504925912e-06,2.1190856152150967e-05,0.10429195129476518
0.07,1.6201642524257283e-05,0.0006753842667029787,-0.007300934558557491,-41.810619334288454,48.185896492268796,5.141865925035633,-1656217.463041883,5096941.555927475,3591630.5206474485,-223.0620797279733,-4617.208443267079,6408.711227448012,0.994548632575849,-2.426459385865141e-06,2.2804963702220032e-05,0.10427375947742056
0.075,-1.4271326361670735e-05,0.0006583809584259996,-0.007317568674359776,-41.818118617527865,48.18475495411464,5.137018322192466,-1656218.5776806113,5096918.469876834,3591662.564638164,-222.7934116074028,-4617.21181317464,6408.885058593349,0.9945505356100929,-2.5626544672292378e-06,2.4488399172462208e-05,0.10425560661867851
0.08,-3.3787166748455643e-06,0.0006684269245824433,-0.007340630797560732,-41.82291191098457,48.173695617538506,5.1389806765213,-1656219.6909759182,5096895.383809324,3591694.6094979933,-222.52471116146492,-4617.215190689995,6409.058873230366,0.9945524426458277,-2.7701861093509207e-06,2.6121615459867304e-05,0.10423741236813734
0.085,2.669712565265105e-06,0.0006389561866151423,-0.0073125653132168275,-41.825660680621084,48.170514307795514,5.138983381183631,-1656220.8029277395,5096872.297725017,3591726.6552268076,-222.25601737244492,-4617.218531988104,6409.232652499219,0.9945543553541903,-2.953253991455233e-06,2.7782648222779852e-05,0.10421916074030607
0.09,6.93993093526271e-06,0.000639364427273788,-0.007303676729408948,-41.8258576559659,48.16592706611119,5.138169450436952,-1656221.913536089,5096849.21162402,3591758.7018245007,-221.98732246954802,-4617.22186698506,6409.406424660995,0.9945562604159157,-3.113602655173022e-06,2.9371981462059648e-05,0.10420097885865298
0.095,8.977313875595928e-06,0.0006611205121553725,-0.00732412211749396,-41.824850448372665,48.16461576855736,5.135496905909186,-1656223.0228009936,5096826.12550635,3591790.749291022,-221.71863936474298,-4617.225200946416,6409.580183879445,0.9945581628276201,-3.263439581814069e-06,3.0963442208741055e-05,0.10418281904212603
0.1,-4.908314891892012e-06,0.0006618445103331596,-0.007286001302006411,-41.83466595289726,48.158710149265076,5.140417908595354,-1656224.1307225048,5096803.03937197,3591822.7976263296,-221.44996506005234,-4617.228551142345,6409.753939269512,0.9945600702276598,-3.4138788760510135e-06,3.2609527658450366e-05,0.10416460835483772
