case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151691,0.800000,141.141074,20381102.679449,784.117075,0.151691,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,32.605087,46.523509
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.161659,-0.600000,-121.884983,20615504.327371,812.566556,0.161659,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-160.719735,-157.169853
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.177414,1.100000,188.320847,20939184.210373,856.003851,0.177414,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,203.997911,195.799085
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.201463,-0.900000,-165.449243,21352257.719490,919.162464,0.201463,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-145.851315,-159.618794
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.227666,0.400000,236.233458,21724537.634242,984.306076,0.227666,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,188.251809,183.093577
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.272386,-0.700000,-174.126922,22228078.962695,1088.293260,0.272386,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-248.041136,-243.978779
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.330913,1.600000,242.723887,22718760.050643,1213.619433,0.330913,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,226.164359,232.519410
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.387440,-1.300000,-185.594609,23067973.040022,1325.675780,0.387440,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-96.406980,-99.753783
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.211087,1.040000,114.614835,20357878.973553,955.123627,0.211087,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,1890.472150,120.506424
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.241951,-0.780000,-206.195312,20853415.706732,1030.976558,0.241951,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-654.961176,-280.796084
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.305122,1.430000,410.898366,21601608.021378,1173.995331,0.305122,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1233.751802,477.125026
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.463278,-1.170000,-889.987584,22696334.276242,1483.312640,0.463278,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2204.239457,-968.749022
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.821937,0.520000,1942.649702,23780591.937945,2044.894423,0.821937,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2296.691218,1047.811764
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.304761,-0.910000,3410.036039,24390509.232155,2965.248730,1.304761,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3475.156094,1527.069782
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.054592,2.080000,-6983.895688,24810997.638926,4364.934805,2.054592,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-9572.887521,-9687.280984
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.807198,-1.690000,11734.113215,25049864.106655,5333.687825,2.807198,1694.952545,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,6003.520493,8830.179249
