t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,7.848721844844466e-06,0.0006442674551334469,-0.007302131968042177,-41.75021941625089,48.22175481219015,5.152925981667506,-1658763.5840503734,5105149.374697655,3596773.925093057,-226.82286500164605,-4617.160284474699,6406.276788851849,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,9.058212073471579e-06,0.0006608746274827061,-0.00732403950509709,-41.7593478943727,48.23709090068559,5.13414101929626,-1658764.7174933879,5105126.288887633,3596805.956911866,-226.55434074557618,-4617.163724498682,6406.45073472778,0.9945238034028503,-1.488464032266346e-07,1.6038962635012136e-06,0.10451030792478878
0.01,1.212100996594486e-05,0.0006408586696197751,-0.007326721315707338,-41.76640032509376,48.22174205416,5.146745047380506,-1658765.8495935616,5105103.203060169,3596837.9896004293,-226.28572881259961,-4617.167261305829,6406.624690490652,0.994525716826194,-2.9902477893020444e-07,3.2493990993189058e-06,0.10449209807778366
0.015,6.159494075674377e-06,0.0006372657830179805,-0.007306579070514554,-41.765857986873186,48.22818788320017,5.139271088852527,-1658766.9803507212,5105080.117215252,3596870.0231587086,-226.01713498029963,-4617.170705487957,6406.798621311801,0.9945276306140914,-4.3635932456275933e-07,4.845936065376786e-06,0.10447388152762291
0.02,9.521253312580634e-06,0.0006472469672987007,-0.0072992234509168235,-41.77066692856106,48.2252636368132,5.141016861479627,-1658768.1097648775,5105057.031352984,3596902.057586677,-225.7485275262026,-4617.174201579231,6406.972565959978,0.9945295388058873,-5.875774496875377e-07,6.431982932515168e-06,0.10445571502236475
0.025,-8.009001140578287e-06,0.0006388696262016785,-0.007343372436540643,-41.77101503445361,48.22197710799451,5.142158947778009,-1658769.237835975,5105033.945473278,3596934.092884361,-225.47991149139125,-4617.177680813869,6407.146507584785,0.9945314447426179,-7.33043513533524e-07,8.043724152207107e-06,0.10443756677040296
0.03,9.830644001939775e-07,0.0006510877280657816,-0.00732187584945935,-41.77768480229262,48.203300640051886,5.137561148710036,-1658770.3645640204,5105010.859576191,3596966.129051747,-225.21130671441654,-4617.181153934129,6407.3204468716585,0.9945333618707657,-9.199091653525458e-07,9.630059422615587e-06,0.10441930871466511
0.035,-1.5081343952972009e-05,0.00066210251139768,-0.007326308269270728,-41.78236883852224,48.205568601228784,5.137241342567842,-1658771.4899490518,5104987.773661817,3596998.1660886137,-224.94270579867745,-4617.184595495989,6407.494299957857,0.994535273050197,-1.0876065407723545e-06,1.1249120377174513e-05,0.10440110407100395
0.04,-7.789393246593896e-06,0.0006542204191181125,-0.007315970553963505,-41.7895088769805,48.19992383564936,5.1395615020302445,-1658772.613991028,5104964.687730228,3597030.2039947775,-224.6740847072908,-4617.1880404506,6407.668165430317,0.9945371850500356,-1.2981204811953516e-06,1.2891374937329208e-05,0.1043828883719866
0.045,3.1117253497822516e-06,0.0006444824440683436,-0.007314861254412587,-41.790138900096295,48.20316362931095,5.1407293292033005,-1658773.7366898656,5104941.601781488,3597062.2427702323,-224.40545034043822,-4617.191455291337,6407.842016475374,0.9945390940165925,-1.4884469087961366e-06,1.4515934829201842e-05,0.10436469834061511
0.05,-3.412207245422924e-06,0.0006675316986481098,-0.007289907542151118,-41.79189479530491,48.19220238727666,5.134845678525853,-1658774.8580455265,5104918.515815655,3597094.282415002,-224.1368140473139,-4617.194878244328,6408.0158914885,0.9945410023588486,-1.6491285720374049e-06,1.6119126957986034e-05,0.10434651103180664
0.055,-3.517480294299788e-05,0.0006630074598279618,-0.007317167531792544,-41.804656564175495,48.189028364793806,5.136570192330873,-1658775.9780580313,5104895.4298327025,3597126.322929011,-223.86818777847878,-4617.198302395176,6408.189712200511,0.9945429038564293,-1.8320427985410394e-06,1.7777925882104184e-05,0.10432838573183366
0.06,6.468995896993476e-06,0.0006365263583284286,-0.007298601780818369,-41.802915169214664,48.1852653152422,5.148715156251544,-1658777.096727295,5104872.3438327145,3597158.3643120965,-223.59951777713337,-4617.20169276368,6408.363521977974,0.9945448121297202,-2.092751380054984e-06,1.941719145051866e-05,0.10431019262014922
0.065,-1.933987986918231e-05,0.0006366768860360795,-0.0072942825277348255,-41.805527856053665,48.18931540788064,5.126529294035486,-1658778.2140532979,5104849.257815891,3597190.406564302,-223.3308833408962,-4617.205036914977,6408.537360051386,0.9945467152284304,-2.2430118774097634e-06,2.1001475185944078e-05,0.10429204563266734
0.07,3.6591494031603535e-06,0.0006393252373169452,-0.007327800898936202,-41.81854904884768,48.187684013768575,5.13558663144366,-1658779.330036023,5104826.171782101,3597222.449685598,-223.062206694297,-4617.208478984652,6408.71115835766,0.9945486168673847,-2.4574817258647324e-06,2.2579404054511673e-05,0.10427390935082088
0.075,-1.8872744690779297e-06,0.0006594363481591231,-0.007314992908303915,-41.81629718631694,48.17307122414499,5.13935452719614,-1658780.4446752688,5104803.08573125,3597254.4936759244,-222.7934917052249,-4617.211861394436,6408.884972248309,0.9945505269092771,-2.6154597184571953e-06,2.4169912991568342e-05,0.10425568969343517
0.08,-1.737193659899481e-06,0.0006509027314051858,-0.007306823278584342,-41.817043587668024,48.17240496226325,5.137445102481342,-1658781.5579710575,5104779.999663579,3597286.538535224,-222.52482371288076,-4617.215206906423,6409.058747474109,0.994552433275839,-2.7924691776176986e-06,2.5808980178287532e-05,0.10423750184653527
0.085,-1.0252243573376066e-05,0.0006355491864406948,-0.00731606117961381,-41.83061308164414,48.16945575561072,5.137964769135584,-1658782.669923508,5104756.913579153,3597318.5842633974,-222.2561564873978,-4617.218563503032,6409.23252213314,0.9945543371790908,-2.9668811434029613e-06,2.742686870020348e-05,0.10421933427739696
0.09,2.6837706936688676e-05,0.0006396086458455647,-0.00729714783681169,-41.8274371160455,48.170303686305715,5.137990717612544,-1658783.780532499,5104733.8274780195,3597350.6308604097,-221.98743995696398,-4617.221889945412,6409.4062827286925,0.9945562431553914,-3.158465100574816e-06,2.9004363725445496e-05,0.10420114370488003
0.095,-6.148176386181911e-06,0.000660024621628473,-0.007289196763715914,-41.828683117106834,48.16611388008025,5.133583875764724,-1658784.8897979525,5104710.741360216,3597382.6783262608,-221.71874143239782,-4617.225231416967,6409.5800576621605,0.9945581438703315,-3.2588850814527817e-06,3.060161433017346e-05,0.10418300012056608
0.1,-2.3694973420537373e-05,0.0006539660537148047,-0.007321178892976356,-41.837435441183025,48.157995719333876,5.138905480427146,-1658785.997719918,5104687.655225676,3597414.7266609306,-221.45004468043362,-4617.228584719359,6409.753810315012,0.9945600421792659,-3.446637894187478e-06,3.2241035756159e-05,0.10416487627321076
0.105,-2.192919884307553e-05,0.0006631928812158322,-0.0072988748309292875,-41.83623127911643,48.159188371996976,5.1435036784569625,-1658787.104298369,5104664.569074497,3597446.7758643203,-221.1813357699264,-4617.231887065086,6409.9275454973,0.9945619484826654,-3.676443916660506e-06,3.3860823471972216e-05,0.10414667287192829
0.11,-8.507722186390799e-07,0.0006402379322798385,-0.007309328286293052,-41.846027838797944,48.15527032893134,5.136509165842853,-1658788.2095333117,5104641.482906821,3597478.825936453,-220.91264127811775,-4617.235183138049,6410.10130751425,0.9945638486432035,-3.90425997776057e-06,3.5504012759096776e-05,0.10412852489227462
0.115,-1.0236455627526908e-05,0.0006466417210931267,-0.007287033245456758,-41.84763152875021,48.14555100270738,5.140380284746321,-1658789.313424681,5104618.396722652,3597510.876877306,-220.64390648765726,-4617.238484257882,6410.275033766794,0.994565751192975,-4.073691700198217e-06,3.70956136900375e-05,0.1041103508844051
0.12,-1.882484932053891e-05,0.0006670946635400698,-0.007305473652615982,-41.842050005049295,48.13959315280962,5.142512349000455,-1658790.4159724286,5104595.310522064,3597542.9286867357,-220.37519258865808,-4617.241751260557,6410.448738152355,0.9945676476055336,-4.268124803562445e-06,3.870069444119101e-05,0.10409223227712336
0.125,-1.8113047653358877e-05,0.0006615961574400963,-0.0073077276747946845,-41.85542880111536,48.13533640191521,5.1345348384692775,-1658791.5171767166,5104572.224305149,3597574.981364674,-220.10652259179673,-4617.245014384836,6410.622437202658,0.9945695484811816,-4.489236517025571e-06,4.0354394607054606e-05,0.10407406778495883
0.13,-7.209450602670885e-07,0.0006765149478742771,-0.007313629422670256,-41.85605607872684,48.1281873184226,5.131766339811268,-1658792.6170375121,5104549.138071918,3597607.0349110006,-219.83779563271068,-4617.248278270428,6410.7960933081595,0.9945714496092567,-4.70714798598331e-06,4.199460831745967e-05,0.10405589765331642
0.135,-9.913627716812794e-06,0.0006526840666685931,-0.007312886537693386,-41.85408996822252,48.11976365996606,5.136564028512758,-1658793.715554703,5104526.051822367,3597639.089325534,-219.56908071639498,-4617.251542088106,6410.969720244472,0.9945733519362411,-4.885696821563956e-06,4.3676440828956055e-05,0.10403771281034782
0.14,-2.613419807757646e-06,0.000641523339341889,-0.007300924333897244,-41.85052403156554,48.12112982880159,5.132932229025569,-1658794.8127284085,5104502.965556566,3597671.1446081754,-219.30040148447188,-4617.254778426637,6411.143336246731,0.9945752537372891,-5.080904291449284e-06,4.529662847211314e-05,0.10401952978074365
0.145,-1.90756642935585e-05,0.000633118565375893,-0.007307341038913853,-41.86535610474431,48.119563533608094,5.13923705653019,-1658795.9085587533,5104479.879274504,3597703.200758913,-219.03173637002507,-4617.258046179937,6411.3169587980965,0.9945771520944502,-5.25505655572111e-06,4.6890964204430125e-05,0.10400137645875142
