Time_s,AOA_deg
406.100677,-1.635618
406.105220,-1.730277
406.109762,-1.821345
406.114305,-1.908630
406.118847,-1.991943
406.123390,-2.071092
406.127932,-2.145885
406.132475,-2.216133
406.137018,-2.281644
406.141560,-2.342227
406.146103,-2.397691
406.150645,-2.447845
406.155188,-2.492499
406.159730,-2.531462
406.164273,-2.564541
406.168816,-2.591548
406.173358,-2.612290
406.177901,-2.626576
406.182443,-2.634217
406.186986,-2.634740
406.191528,-2.625337
406.196071,-2.605625
406.200614,-2.575984
406.205156,-2.536791
406.209699,-2.488424
406.214241,-2.431262
406.218784,-2.365684
406.223326,-2.292067
406.227869,-2.210789
406.232412,-2.122230
406.236954,-2.026768
406.241497,-1.924780
406.246039,-1.816645
406.250582,-1.702741
406.255124,-1.583447
406.259667,-1.459142
406.264210,-1.330202
406.268752,-1.197007
406.273295,-1.059934
406.277837,-0.919363
406.282380,-0.775672
406.286922,-0.629238
406.291465,-0.480440
406.296008,-0.329657
406.300550,-0.177266
406.305093,-0.023646
406.309635,0.130824
406.314178,0.285767
406.318721,0.440804
406.323263,0.595557
406.327806,0.749647
406.332348,0.902696
406.336891,1.054327
406.341433,1.204160
406.345976,1.351817
406.350519,1.496920
406.355061,1.639091
406.359604,1.777951
406.364146,1.913122
406.368689,2.044226
406.373231,2.170884
406.377774,2.292719
406.382317,2.409351
406.386859,2.520403
406.391402,2.625496
406.395944,2.724253
406.400487,2.816293
406.405029,2.901240
406.409572,2.978715
406.414115,3.048340
406.418657,3.109736
406.423200,3.162526
406.427742,3.206330
406.432285,3.240770
406.436827,3.265469
406.441370,3.280048
406.445913,3.284151
406.450455,3.279439
406.454998,3.267295
406.459540,3.247954
406.464083,3.221649
406.468625,3.188616
406.473168,3.149090
406.477711,3.103306
406.482253,3.051499
406.486796,2.993904
406.491338,2.930755
406.495881,2.862288
406.500423,2.788737
406.504966,2.710338
406.509509,2.627325
406.514051,2.539934
406.518594,2.448399
406.523136,2.352955
406.527679,2.253837
406.532221,2.151281
406.536764,2.045520
406.541307,1.936791
406.545849,1.825327
406.550392,1.711364
406.554934,1.595137
406.559477,1.476880
406.564020,1.356829
406.568562,1.235219
406.573105,1.112284
406.577647,0.988260
406.582190,0.863381
406.586732,0.737882
406.591275,0.611998
406.595818,0.485965
406.600360,0.360017
406.604903,0.234389
406.609445,0.109315
406.613988,-0.014968
406.618530,-0.138227
406.623073,-0.260226
406.627616,-0.380730
406.632158,-0.499504
406.636701,-0.616314
406.641243,-0.730925
406.645786,-0.843101
406.650328,-0.952607
406.654871,-1.059210
406.659414,-1.162673
406.663956,-1.262762
406.668499,-1.359242
406.673041,-1.451877
406.677584,-1.540434
406.682126,-1.624677
406.686669,-1.704371
406.691212,-1.779282
406.695754,-1.849174
406.700297,-1.913812
406.704839,-1.972961
406.709382,-2.026387
406.713924,-2.073855
406.718467,-2.115129
406.723010,-2.149975
406.727552,-2.178157
406.732095,-2.199442
406.736637,-2.213593
406.741180,-2.220376
406.745722,-2.219464
406.750265,-2.210449
406.754808,-2.193512
406.759350,-2.168890
406.763893,-2.136814
406.768435,-2.097521
406.772978,-2.051243
406.777520,-1.998214
406.782063,-1.938669
406.786606,-1.872842
406.791148,-1.800967
406.795691,-1.723278
406.800233,-1.640009
406.804776,-1.551394
406.809319,-1.457668
406.813861,-1.359063
406.818404,-1.255815
406.822946,-1.148157
406.827489,-1.036324
406.832031,-0.920549
406.836574,-0.801067
406.841117,-0.678111
406.845659,-0.551916
406.850202,-0.422716
406.854744,-0.290745
406.859287,-0.156237
406.863829,-0.019426
406.868372,0.119454
406.872915,0.260169
406.877457,0.402484
406.882000,0.546167
406.886542,0.690981
406.891085,0.836695
406.895627,0.983073
406.900170,1.129881
406.904713,1.276885
406.909255,1.423852
406.913798,1.570547
406.918340,1.716736
406.922883,1.862185
406.927425,2.006660
406.931968,2.149927
406.936511,2.291752
406.941053,2.431900
406.945596,2.570138
406.950138,2.706232
406.954681,2.839947
406.959223,2.971050
406.963766,3.099306
406.968309,3.224482
406.972851,3.346342
406.977394,3.464654
406.981936,3.579183
406.986479,3.689695
406.991021,3.795956
406.995564,3.897731
407.000107,3.994788
407.004649,4.086891
407.009192,4.173807
407.013734,4.255302
407.018277,4.331141
407.022819,4.401090
407.027362,4.464916
407.031905,4.522384
407.036447,4.573261
407.040990,4.617311
407.045532,4.654302
407.050075,4.683999
407.054618,4.706167
407.059160,4.720574
407.063703,4.726984
407.068245,4.724935
407.072788,4.713821
407.077330,4.693880
407.081873,4.665391
407.086416,4.628635
407.090958,4.583892
407.095501,4.531442
407.100043,4.471566
407.104586,4.404542
407.109128,4.330651
407.113671,4.250174
407.118214,4.163390
407.122756,4.070579
407.127299,3.972022
407.131841,3.867999
407.136384,3.758789
407.140926,3.644674
407.145469,3.525932
407.150012,3.402843
407.154554,3.275689
407.159097,3.144749
407.163639,3.010303
407.168182,2.872632
407.172724,2.732015
407.177267,2.588732
407.181810,2.443063
407.186352,2.295290
407.190895,2.145690
407.195437,1.994546
407.199980,1.842136
407.204522,1.688742
407.209065,1.534642
407.213608,1.380117
407.218150,1.225448
407.222693,1.070913
407.227235,0.916794
407.231778,0.763371
407.236320,0.610923
407.240863,0.459730
407.245406,0.310073
407.249948,0.162231
407.254491,0.016486
407.259033,-0.126884
407.263576,-0.267598
407.268118,-0.405375
407.272661,-0.539937
407.277204,-0.671003
407.281746,-0.798292
407.286289,-0.921525
407.290831,-1.040421
407.295374,-1.154701
407.299917,-1.264084
407.304459,-1.368291
407.309002,-1.467041
407.313544,-1.560054
407.318087,-1.647051
407.322629,-1.727750
407.327172,-1.801872
407.331715,-1.869137
407.336257,-1.929265
407.340800,-1.981976
407.345342,-2.026989
407.349885,-2.064024
407.354427,-2.092803
407.358970,-2.113043
407.363513,-2.124466
407.368055,-2.126774
407.372598,-2.119466
407.377140,-2.102641
407.381683,-2.076612
407.386225,-2.041689
407.390768,-1.998184
407.395311,-1.946408
407.399853,-1.886672
407.404396,-1.819288
407.408938,-1.744566
407.413481,-1.662819
407.418023,-1.574357
407.422566,-1.479491
407.427109,-1.378533
407.431651,-1.271794
407.436194,-1.159585
407.440736,-1.042218
407.445279,-0.920003
407.449821,-0.793252
407.454364,-0.662277
407.458907,-0.527388
407.463449,-0.388897
407.467992,-0.247114
407.472534,-0.102352
407.477077,0.045079
407.481619,0.194867
407.486162,0.346701
407.490705,0.500269
407.495247,0.655262
407.499790,0.811367
407.504332,0.968273
407.508875,1.125668
407.513417,1.283242
407.517960,1.440684
407.522503,1.597682
407.527045,1.753924
407.531588,1.909100
407.536130,2.062899
407.540673,2.215008
407.545216,2.365118
407.549758,2.512916
407.554301,2.658091
407.558843,2.800333
407.563386,2.939329
407.567928,3.074769
407.572471,3.206342
407.577014,3.333735
407.581556,3.456639
407.586099,3.574741
407.590641,3.687730
407.595184,3.795296
407.599726,3.897126
407.604269,3.992911
407.608812,4.082337
407.613354,4.165095
407.617897,4.240873
407.622439,4.309359
407.626982,4.370243
407.631524,4.423213
407.636067,4.467957
407.640610,4.504166
407.645152,4.531527
407.649695,4.549729
407.654237,4.558461
407.658780,4.558274
407.663322,4.552530
407.667865,4.541703
407.672408,4.525912
407.676950,4.505272
407.681493,4.479902
407.686035,4.449918
407.690578,4.415439
407.695120,4.376580
407.699663,4.333460
407.704206,4.286196
407.708748,4.234904
407.713291,4.179703
407.717833,4.120709
407.722376,4.058039
407.726918,3.991811
407.731461,3.922142
407.736004,3.849149
407.740546,3.772950
407.745089,3.693661
407.749631,3.611400
407.754174,3.526285
407.758716,3.438432
407.763259,3.347958
407.767802,3.254981
407.772344,3.159619
407.776887,3.061988
407.781429,2.962205
407.785972,2.860388
407.790515,2.756654
407.795057,2.651120
407.799600,2.543904
407.804142,2.435122
407.808685,2.324893
407.813227,2.213332
407.817770,2.100558
407.822313,1.986688
407.826855,1.871839
407.831398,1.756127
407.835940,1.639671
407.840483,1.522588
407.845025,1.404994
407.849568,1.287007
407.854111,1.168745
407.858653,1.050324
407.863196,0.931862
407.867738,0.813476
407.872281,0.695283
407.876823,0.577400
407.881366,0.459945
407.885909,0.343035
407.890451,0.226788
407.894994,0.111319
407.899536,-0.003253
407.904079,-0.116811
407.908621,-0.229238
407.913164,-0.340417
407.917707,-0.450230
407.922249,-0.558560
407.926792,-0.665291
407.931334,-0.770304
407.935877,-0.873483
407.940419,-0.974710
407.944962,-1.073868
407.949505,-1.170840
407.954047,-1.265509
407.958590,-1.357757
407.963132,-1.447468
407.967675,-1.534523
407.972217,-1.618806
407.976760,-1.700199
407.981303,-1.778585
407.985845,-1.853848
407.990388,-1.925869
407.994930,-1.994532
407.999473,-2.059719
408.004015,-2.121313
408.008558,-2.179197
408.013101,-2.233254
408.017643,-2.283366
408.022186,-2.329416
408.026728,-2.371287
408.031271,-2.408862
408.035814,-2.442023
408.040356,-2.470653
408.044899,-2.494635
408.049441,-2.513852
408.053984,-2.528187
408.058526,-2.537522
408.063069,-2.541740
408.067612,-2.539982
408.072154,-2.530091
408.076697,-2.512153
408.081239,-2.486408
408.085782,-2.453094
408.090324,-2.412452
408.094867,-2.364722
408.099410,-2.310141
408.103952,-2.248951
408.108495,-2.181391
408.113037,-2.107700
408.117580,-2.028118
408.122122,-1.942885
408.126665,-1.852239
408.131208,-1.756420
408.135750,-1.655669
408.140293,-1.550225
408.144835,-1.440326
408.149378,-1.326213
408.153920,-1.208125
408.158463,-1.086302
408.163006,-0.960984
408.167548,-0.832409
408.172091,-0.700817
408.176633,-0.566449
408.181176,-0.429543
408.185718,-0.290339
408.190261,-0.149076
408.194804,-0.005995
408.199346,0.138665
408.203889,0.284666
408.208431,0.431767
408.212974,0.579728
408.217516,0.728311
408.222059,0.877275
408.226602,1.026381
408.231144,1.175390
408.235687,1.324061
408.240229,1.472157
408.244772,1.619436
408.249314,1.765659
408.253857,1.910587
408.258400,2.053980
408.262942,2.195600
408.267485,2.335205
408.272027,2.472557
408.276570,2.607416
408.281113,2.739542
408.285655,2.868696
408.290198,2.994639
408.294740,3.117131
408.299283,3.235932
408.303825,3.350803
408.308368,3.461504
408.312911,3.567796
408.317453,3.669439
408.321996,3.766193
408.326538,3.857820
408.331081,3.944079
408.335623,4.024731
408.340166,4.099536
408.344709,4.168256
408.349251,4.230650
408.353794,4.286478
408.358336,4.335502
408.362879,4.377481
408.367421,4.412177
408.371964,4.439349
408.376507,4.458758
408.381049,4.470165
408.385592,4.473361
408.390134,4.470710
408.394677,4.463865
408.399219,4.452912
408.403762,4.437938
408.408305,4.419029
408.412847,4.396273
408.417390,4.369756
408.421932,4.339564
408.426475,4.305786
408.431017,4.268506
408.435560,4.227812
408.440103,4.183790
408.444645,4.136528
408.449188,4.086112
408.453730,4.032629
408.458273,3.976165
408.462815,3.916807
408.467358,3.854643
408.471901,3.789757
408.476443,3.722238
408.480986,3.652172
408.485528,3.579646
408.490071,3.504746
408.494613,3.427559
408.499156,3.348171
408.503699,3.266671
408.508241,3.183143
408.512784,3.097676
408.517326,3.010355
408.521869,2.921268
408.526412,2.830500
408.530954,2.738140
408.535497,2.644273
408.540039,2.548986
408.544582,2.452366
408.549124,2.354499
408.553667,2.255473
408.558210,2.155374
408.562752,2.054289
408.567295,1.952304
408.571837,1.849507
408.576380,1.745983
408.580922,1.641820
408.585465,1.537104
408.590008,1.431922
408.594550,1.326361
408.599093,1.220507
408.603635,1.114447
408.608178,1.008269
408.612720,0.902057
408.617263,0.795900
408.621806,0.689884
408.626348,0.584096
408.630891,0.478622
408.635433,0.373549
408.639976,0.268964
408.644518,0.164954
408.649061,0.061605
408.653604,-0.040997
408.658146,-0.142763
408.662689,-0.243609
408.667231,-0.343446
408.671774,-0.442188
408.676316,-0.539749
408.680859,-0.636042
408.685402,-0.730980
408.689944,-0.824476
408.694487,-0.916444
408.699029,-1.006797
408.703572,-1.095448
408.708114,-1.182311
408.712657,-1.267298
408.717200,-1.350324
408.721742,-1.431301
408.726285,-1.510143
408.730827,-1.586763
408.735370,-1.661074
408.739912,-1.732989
408.744455,-1.802423
408.748998,-1.869287
408.753540,-1.933497
408.758083,-1.994963
408.762625,-2.053601
408.767168,-2.109323
408.771710,-2.162043
408.776253,-2.211674
408.780796,-2.258129
408.785338,-2.301321
408.789881,-2.341164
408.794423,-2.377572
408.798966,-2.410456
408.803509,-2.439731
408.808051,-2.465310
408.812594,-2.487107
408.817136,-2.505034
408.821679,-2.519004
408.826221,-2.528932
408.830764,-2.534730
408.835307,-2.536292
408.839849,-2.532101
408.844392,-2.521382
408.848934,-2.504309
408.853477,-2.481056
408.858019,-2.451798
408.862562,-2.416709
408.867105,-2.375965
408.871647,-2.329739
408.876190,-2.278206
408.880732,-2.221542
408.885275,-2.159919
408.889817,-2.093514
408.894360,-2.022500
408.898903,-1.947052
408.903445,-1.867345
408.907988,-1.783554
408.912530,-1.695852
408.917073,-1.604415
408.921615,-1.509417
408.926158,-1.411033
408.930701,-1.309437
408.935243,-1.204803
408.939786,-1.097307
408.944328,-0.987124
408.948871,-0.874426
408.953413,-0.759390
408.957956,-0.642190
408.962499,-0.523000
408.967041,-0.401995
408.971584,-0.279349
408.976126,-0.155238
408.980669,-0.029835
408.985211,0.096685
408.989754,0.224146
408.994297,0.352376
408.998839,0.481198
409.003382,0.610438
409.007924,0.739923
409.012467,0.869477
409.017009,0.998925
409.021552,1.128093
409.026095,1.256807
409.030637,1.384892
409.035180,1.512173
409.039722,1.638476
409.044265,1.763626
409.048808,1.887448
409.053350,2.009769
409.057893,2.130412
409.062435,2.249205
409.066978,2.365972
409.071520,2.480538
409.076063,2.592730
409.080606,2.702372
409.085148,2.809290
409.089691,2.913309
409.094233,3.014255
409.098776,3.111953
409.103318,3.206229
409.107861,3.296907
409.112404,3.383814
409.116946,3.466775
409.121489,3.545615
409.126031,3.620160
409.130574,3.690234
409.135116,3.755664
409.139659,3.816275
409.144202,3.871893
409.148744,3.922342
409.153287,3.967448
409.157829,4.007036
409.162372,4.040933
409.166914,4.068963
409.171457,4.090952
409.176000,4.106724
409.180542,4.116107
409.185085,4.118929
409.189627,4.115937
409.194170,4.107846
409.198712,4.094768
409.203255,4.076817
409.207798,4.054105
409.212340,4.026745
409.216883,3.994849
409.221425,3.958531
409.225968,3.917902
409.230510,3.873076
409.235053,3.824165
409.239596,3.771282
409.244138,3.714540
409.248681,3.654050
409.253223,3.589927
409.257766,3.522283
409.262308,3.451229
409.266851,3.376880
409.271394,3.299347
409.275936,3.218744
409.280479,3.135183
409.285021,3.048776
409.289564,2.959637
409.294107,2.867878
409.298649,2.773612
409.303192,2.676951
409.307734,2.578009
409.312277,2.476897
409.316819,2.373729
409.321362,2.268617
409.325905,2.161674
409.330447,2.053012
409.334990,1.942745
409.339532,1.830984
409.344075,1.717844
409.348617,1.603435
409.353160,1.487872
409.357703,1.371266
409.362245,1.253730
409.366788,1.135378
409.371330,1.016321
409.375873,0.896673
409.380415,0.776546
409.384958,0.656052
409.389501,0.535305
409.394043,0.414417
409.398586,0.293501
409.403128,0.172669
409.407671,0.052035
409.412213,-0.068289
409.416756,-0.188191
409.421299,-0.307558
409.425841,-0.426277
409.430384,-0.544235
409.434926,-0.661320
409.439469,-0.777419
409.444011,-0.892419
409.448554,-1.006208
409.453097,-1.118673
409.457639,-1.229702
409.462182,-1.339180
409.466724,-1.446997
409.471267,-1.553039
409.475809,-1.657194
409.480352,-1.759348
409.484895,-1.859390
409.489437,-1.957206
409.493980,-2.052684
409.498522,-2.145711
409.503065,-2.236175
409.507607,-2.323963
409.512150,-2.408961
409.516693,-2.491058
409.521235,-2.570141
409.525778,-2.646096
409.530320,-2.718812
409.534863,-2.788176
409.539406,-2.854075
409.543948,-2.916396
409.548491,-2.975026
409.553033,-3.029854
409.557576,-3.080766
409.562118,-3.127649
409.566661,-3.170392
409.571204,-3.208880
409.575746,-3.243002
409.580289,-3.272645
409.584831,-3.297696
409.589374,-3.318043
409.593916,-3.333572
409.598459,-3.344172
409.603002,-3.349729
409.607544,-3.350291
409.612087,-3.347151
409.616629,-3.340665
409.621172,-3.330896
409.625714,-3.317910
409.630257,-3.301771
409.634800,-3.282543
409.639342,-3.260290
409.643885,-3.235078
409.648427,-3.206970
409.652970,-3.176031
409.657512,-3.142326
409.662055,-3.105918
409.666598,-3.066872
409.671140,-3.025253
409.675683,-2.981124
409.680225,-2.934551
409.684768,-2.885598
409.689310,-2.834329
409.693853,-2.780809
409.698396,-2.725101
409.702938,-2.667271
409.707481,-2.607383
409.712023,-2.545501
409.716566,-2.481689
409.721108,-2.416013
409.725651,-2.348536
409.730194,-2.279323
409.734736,-2.208438
409.739279,-2.135946
409.743821,-2.061911
409.748364,-1.986397
409.752906,-1.909470
409.757449,-1.831192
409.761992,-1.751630
409.766534,-1.670846
409.771077,-1.588906
409.775619,-1.505874
409.780162,-1.421815
409.784705,-1.336792
409.789247,-1.250870
409.793790,-1.164115
409.798332,-1.076589
409.802875,-0.988357
409.807417,-0.899484
409.811960,-0.810035
409.816503,-0.720073
409.821045,-0.629663
409.825588,-0.538870
409.830130,-0.447758
409.834673,-0.356391
409.839215,-0.264833
409.843758,-0.173150
409.848301,-0.081405
409.852843,0.010336
409.857386,0.102011
409.861928,0.193553
409.866471,0.284900
409.871013,0.375986
409.875556,0.466747
409.880099,0.557118
409.884641,0.647036
409.889184,0.736435
409.893726,0.825252
409.898269,0.913422
409.902811,1.000880
409.907354,1.087563
409.911897,1.173405
409.916439,1.258343
409.920982,1.342311
409.925524,1.425246
409.930067,1.507083
409.934609,1.587758
409.939152,1.667206
409.943695,1.745362
409.948237,1.822164
409.952780,1.897545
409.957322,1.971442
409.961865,2.043790
409.966407,2.114525
409.970950,2.183582
409.975493,2.250897
409.980035,2.316406
409.984578,2.380044
409.989120,2.441747
409.993663,2.501450
409.998205,2.559089
410.002748,2.614600
410.007291,2.667918
410.011833,2.718978
410.016376,2.767717
410.020918,2.814069
410.025461,2.857971
410.030004,2.899358
410.034546,2.938166
410.039089,2.974330
410.043631,3.007786
410.048174,3.038469
410.052716,3.066315
410.057259,3.091260
410.061802,3.113239
410.066344,3.132188
410.070887,3.148042
410.075429,3.160737
410.079972,3.170208
410.084514,3.176392
410.089057,3.179224
410.093600,3.178770
410.098142,3.175445
410.102685,3.169330
410.107227,3.160477
410.111770,3.148937
410.116312,3.134762
410.120855,3.118003
410.125398,3.098711
410.129940,3.076938
410.134483,3.052736
410.139025,3.026156
410.143568,2.997249
410.148110,2.966067
410.152653,2.932662
410.157196,2.897085
410.161738,2.859387
410.166281,2.819620
410.170823,2.777835
410.175366,2.734084
410.179908,2.688418
410.184451,2.640889
410.188994,2.591549
410.193536,2.540448
410.198079,2.487639
410.202621,2.433172
410.207164,2.377099
410.211706,2.319472
410.216249,2.260342
410.220792,2.199761
410.225334,2.137780
410.229877,2.074451
410.234419,2.009824
410.238962,1.943952
410.243504,1.876887
410.248047,1.808678
410.252590,1.739379
410.257132,1.669040
410.261675,1.597713
410.266217,1.525450
410.270760,1.452301
410.275303,1.378319
410.279845,1.303555
410.284388,1.228060
410.288930,1.151886
410.293473,1.075084
410.298015,0.997706
410.302558,0.919803
410.307101,0.841427
410.311643,0.762629
410.316186,0.683461
410.320728,0.603974
410.325271,0.524220
410.329813,0.444250
410.334356,0.364115
410.338899,0.283868
410.343441,0.203559
410.347984,0.123240
410.352526,0.042963
410.357069,-0.037221
410.361611,-0.117261
410.366154,-0.197105
410.370697,-0.276701
410.375239,-0.355998
410.379782,-0.434945
410.384324,-0.513490
410.388867,-0.591582
410.393409,-0.669169
410.397952,-0.746199
410.402495,-0.822622
410.407037,-0.898385
410.411580,-0.973437
410.416122,-1.047728
410.420665,-1.121204
410.425207,-1.193816
410.429750,-1.265510
410.434293,-1.336237
410.438835,-1.405944
410.443378,-1.474579
410.447920,-1.542093
410.452463,-1.608432
410.457005,-1.673545
410.461548,-1.737381
410.466091,-1.799889
410.470633,-1.861017
410.475176,-1.920713
410.479718,-1.978927
410.484261,-2.035606
410.488803,-2.090699
410.493346,-2.144154
410.497889,-2.195921
410.502431,-2.245948
410.506974,-2.294182
410.511516,-2.340573
410.516059,-2.385070
410.520602,-2.427620
410.525144,-2.468172
410.529687,-2.506675
410.534229,-2.543078
410.538772,-2.577328
410.543314,-2.609374
410.547857,-2.639166
410.552400,-2.666650
410.556942,-2.691777
410.561485,-2.714494
410.566027,-2.734750
410.570570,-2.752493
410.575112,-2.767672
410.579655,-2.780236
410.584198,-2.790133
410.588740,-2.797311
410.593283,-2.801720
410.597825,-2.803306
410.602368,-2.802174
410.606910,-2.798521
410.611453,-2.792390
410.615996,-2.783826
410.620538,-2.772873
410.625081,-2.759573
410.629623,-2.743970
410.634166,-2.726108
410.638708,-2.706031
410.643251,-2.683781
410.647794,-2.659403
410.652336,-2.632940
410.656879,-2.604435
410.661421,-2.573932
410.665964,-2.541475
410.670506,-2.507108
410.675049,-2.470872
410.679592,-2.432813
410.684134,-2.392974
410.688677,-2.351398
410.693219,-2.308129
410.697762,-2.263211
410.702304,-2.216686
410.706847,-2.168599
410.711390,-2.118993
410.715932,-2.067911
410.720475,-2.015398
410.725017,-1.961496
410.729560,-1.906250
410.734102,-1.849702
410.738645,-1.791897
410.743188,-1.732877
410.747730,-1.672687
410.752273,-1.611370
410.756815,-1.548969
410.761358,-1.485528
410.765901,-1.421091
410.770443,-1.355701
410.774986,-1.289402
410.779528,-1.222237
410.784071,-1.154250
410.788613,-1.085484
410.793156,-1.015983
410.797699,-0.945790
410.802241,-0.874949
410.806784,-0.803504
410.811326,-0.731497
410.815869,-0.658974
410.820411,-0.585976
410.824954,-0.512548
410.829497,-0.438733
410.834039,-0.364575
410.838582,-0.290118
410.843124,-0.215404
410.847667,-0.140477
410.852209,-0.065381
410.856752,0.009840
410.861295,0.085143
410.865837,0.160484
410.870380,0.235821
410.874922,0.311109
410.879465,0.386304
410.884007,0.461364
410.888550,0.536245
410.893093,0.610903
410.897635,0.685294
410.902178,0.759375
410.906720,0.833103
410.911263,0.906435
410.915805,0.979325
410.920348,1.051731
410.924891,1.123610
410.929433,1.194918
410.933976,1.265611
410.938518,1.335645
410.943061,1.404978
410.947603,1.473565
410.952146,1.541364
410.956689,1.608330
410.961231,1.674420
410.965774,1.739591
410.970316,1.803798
410.974859,1.866999
410.979401,1.929150
410.983944,1.990207
410.988487,2.050126
410.993029,2.108865
410.997572,2.166380
411.002114,2.222627
411.006657,2.277562
411.011200,2.331142
411.015742,2.383324
411.020285,2.434064
411.024827,2.483318
411.029370,2.531042
411.033912,2.577195
411.038455,2.621731
411.042998,2.664607
411.047540,2.705780
411.052083,2.745206
411.056625,2.782841
411.061168,2.818643
411.065710,2.852567
411.070253,2.884570
411.074796,2.914608
411.079338,2.942638
411.083881,2.968617
411.088423,2.992500
411.092966,3.014245
411.097508,3.033807
411.102051,3.051143
411.106594,3.066210
411.111136,3.078964
411.115679,3.089362
411.120221,3.097359
411.124764,3.102913
411.129306,3.105980
411.133849,3.106592
411.138392,3.106007
411.142934,3.104687
411.147477,3.102640
411.152019,3.099873
411.156562,3.096395
411.161104,3.092212
411.165647,3.087333
411.170190,3.081765
411.174732,3.075516
411.179275,3.068593
411.183817,3.061004
411.188360,3.052758
411.192902,3.043860
411.197445,3.034319
411.201988,3.024143
411.206530,3.013340
411.211073,3.001916
411.215615,2.989880
411.220158,2.977239
411.224700,2.964001
411.229243,2.950174
411.233786,2.935765
411.238328,2.920781
411.242871,2.905232
411.247413,2.889123
411.251956,2.872463
411.256499,2.855259
411.261041,2.837520
411.265584,2.819252
411.270126,2.800464
411.274669,2.781162
411.279211,2.761355
411.283754,2.741051
411.288297,2.720256
411.292839,2.698980
411.297382,2.677228
411.301924,2.655009
411.306467,2.632331
411.311009,2.609201
411.315552,2.585627
411.320095,2.561616
411.324637,2.537176
411.329180,2.512315
411.333722,2.487041
411.338265,2.461360
411.342807,2.435282
411.347350,2.408812
411.351893,2.381960
411.356435,2.354732
411.360978,2.327137
411.365520,2.299182
411.370063,2.270874
411.374605,2.242221
411.379148,2.213231
411.383691,2.183912
411.388233,2.154271
411.392776,2.124316
411.397318,2.094054
411.401861,2.063494
411.406403,2.032642
411.410946,2.001506
411.415489,1.970095
411.420031,1.938415
411.424574,1.906475
411.429116,1.874282
411.433659,1.841843
411.438201,1.809167
411.442744,1.776260
411.447287,1.743131
411.451829,1.709788
411.456372,1.676237
411.460914,1.642487
411.465457,1.608545
411.469999,1.574418
411.474542,1.540115
411.479085,1.505644
411.483627,1.471011
411.488170,1.436224
411.492712,1.401292
411.497255,1.366221
411.501798,1.331020
411.506340,1.295695
411.510883,1.260256
411.515425,1.224708
411.519968,1.189061
411.524510,1.153321
411.529053,1.117496
411.533596,1.081594
411.538138,1.045623
411.542681,1.009589
411.547223,0.973502
411.551766,0.937368
411.556308,0.901195
411.560851,0.864991
411.565394,0.828764
411.569936,0.792520
411.574479,0.756268
411.579021,0.720016
411.583564,0.683770
411.588106,0.647539
411.592649,0.611330
411.597192,0.575152
411.601734,0.539010
411.606277,0.502915
411.610819,0.466871
411.615362,0.430889
411.619904,0.394974
411.624447,0.359136
411.628990,0.323381
411.633532,0.287717
411.638075,0.252151
411.642617,0.216693
411.647160,0.181348
411.651702,0.146125
411.656245,0.111031
411.660788,0.076074
411.665330,0.041262
411.669873,0.006602
411.674415,-0.027898
411.678958,-0.062231
411.683500,-0.096388
411.688043,-0.130362
411.692586,-0.164146
411.697128,-0.197732
411.701671,-0.231112
411.706213,-0.264278
411.710756,-0.297223
411.715298,-0.329940
411.719841,-0.362420
411.724384,-0.394656
411.728926,-0.426641
411.733469,-0.458366
411.738011,-0.489824
411.742554,-0.521008
411.747097,-0.551909
411.751639,-0.582520
411.756182,-0.612834
411.760724,-0.642843
411.765267,-0.672538
411.769809,-0.701914
411.774352,-0.730961
411.778895,-0.759672
411.783437,-0.788040
411.787980,-0.816056
411.792522,-0.843714
411.797065,-0.871006
411.801607,-0.897924
411.806150,-0.924459
411.810693,-0.950606
411.815235,-0.976356
411.819778,-1.001701
411.824320,-1.026633
411.828863,-1.051146
411.833405,-1.075231
411.837948,-1.098881
411.842491,-1.122088
411.847033,-1.144845
411.851576,-1.167144
411.856118,-1.188976
411.860661,-1.210336
411.865203,-1.231214
411.869746,-1.251603
411.874289,-1.271496
411.878831,-1.290885
411.883374,-1.309763
411.887916,-1.328121
411.892459,-1.345952
411.897001,-1.363248
411.901544,-1.380003
411.906087,-1.396207
411.910629,-1.411854
411.915172,-1.426935
411.919714,-1.441444
411.924257,-1.455372
411.928799,-1.468712
411.933342,-1.481456
411.937885,-1.493597
411.942427,-1.505127
411.946970,-1.516038
411.951512,-1.526323
411.956055,-1.535973
411.960597,-1.544982
411.965140,-1.553342
411.969683,-1.561045
411.974225,-1.568083
411.978768,-1.574448
411.983310,-1.580134
411.987853,-1.585133
411.992396,-1.589436
411.996938,-1.593036
412.001481,-1.595926
412.006023,-1.598098
412.010566,-1.599544
412.015108,-1.600256
412.019651,-1.599949
412.024194,-1.597271
412.028736,-1.592247
412.033279,-1.585117
412.037821,-1.576122
412.042364,-1.565500
412.046906,-1.553492
412.051449,-1.540338
412.055992,-1.526276
412.060534,-1.511548
412.065077,-1.496393
412.069619,-1.481050
412.074162,-1.465759
412.078704,-1.450761
412.083247,-1.436295
412.087790,-1.422496
412.092332,-1.408602
412.096875,-1.394386
412.101417,-1.379814
412.105960,-1.364853
412.110502,-1.349469
412.115045,-1.333631
412.119588,-1.317304
412.124130,-1.300456
412.128673,-1.283053
412.133215,-1.265062
412.137758,-1.246451
412.142300,-1.227185
412.146843,-1.207233
412.151386,-1.186560
412.155928,-1.165074
412.160471,-1.141994
412.165013,-1.117222
412.169556,-1.090929
412.174098,-1.063287
