curve_id,Time_s,Height_km,z_m,ne_m3,original_label
t396_1_h71km,3.961000e+02,7.100000e+01,1.009785e-01,5.933698e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.010991e-01,5.877842e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.012196e-01,5.822512e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.013401e-01,5.767703e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.014606e-01,5.713410e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.015811e-01,5.659628e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.017016e-01,5.606352e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.018221e-01,5.553578e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.019427e-01,5.501300e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.020632e-01,5.449515e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.021837e-01,5.398217e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.023042e-01,5.347402e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.024247e-01,5.297063e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.025452e-01,5.247125e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.026657e-01,5.196745e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.027863e-01,5.142454e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.029068e-01,5.080043e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.030273e-01,5.010711e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.031478e-01,4.939152e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.032683e-01,4.868032e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.033888e-01,4.797892e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.035094e-01,4.728762e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.036299e-01,4.660628e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.037504e-01,4.593476e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.038709e-01,4.527291e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.039914e-01,4.462060e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.041119e-01,4.397769e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.042324e-01,4.334404e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.043530e-01,4.271947e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.044735e-01,4.210320e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.045940e-01,4.149122e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.047145e-01,4.087394e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.048350e-01,4.024646e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.049555e-01,3.961783e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.050761e-01,3.899673e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.051966e-01,3.838518e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.053171e-01,3.778322e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.054376e-01,3.719070e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.055581e-01,3.660746e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.056786e-01,3.603338e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.057991e-01,3.546830e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.059197e-01,3.491208e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.060402e-01,3.436458e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.061607e-01,3.382567e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.062812e-01,3.329521e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.064017e-01,3.277306e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.065222e-01,3.225896e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.066428e-01,3.175114e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.067633e-01,3.124231e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.068838e-01,3.072220e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.070043e-01,3.019129e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.071248e-01,2.966059e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.072453e-01,2.913747e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.073658e-01,2.862344e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.074864e-01,2.811848e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.076069e-01,2.762243e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.077274e-01,2.713512e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.078479e-01,2.665642e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.079684e-01,2.618616e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.080889e-01,2.572419e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.082094e-01,2.527038e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.083300e-01,2.482457e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.084505e-01,2.438662e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.085710e-01,2.395640e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.086915e-01,2.353378e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.088120e-01,2.311860e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.089325e-01,2.271075e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.090531e-01,2.231010e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.091736e-01,2.191651e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.092941e-01,2.152987e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.094146e-01,2.115005e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.095351e-01,2.077694e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.096556e-01,2.041053e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.097761e-01,2.005225e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.098967e-01,1.970879e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.100172e-01,1.939036e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.101377e-01,1.909714e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.102582e-01,1.881793e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.103787e-01,1.854471e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.104992e-01,1.827560e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.106198e-01,1.801041e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.107403e-01,1.774906e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.108608e-01,1.749151e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.109813e-01,1.723769e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.111018e-01,1.698756e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.112223e-01,1.674105e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.113428e-01,1.649812e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.114634e-01,1.625872e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.115839e-01,1.602279e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.117044e-01,1.579028e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.118249e-01,1.556068e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.119454e-01,1.532875e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.120659e-01,1.507182e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.121864e-01,1.475819e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.123070e-01,1.439085e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.124275e-01,1.400535e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.125480e-01,1.362491e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.126685e-01,1.325440e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.127890e-01,1.289396e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.129095e-01,1.254333e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.130301e-01,1.220244e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.131506e-01,1.187219e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.132711e-01,1.155508e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.133916e-01,1.125215e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.135121e-01,1.096030e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.136326e-01,1.067668e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.137531e-01,1.040046e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.138737e-01,1.013139e+16,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.139942e-01,9.869268e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.141147e-01,9.613772e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.142352e-01,9.362933e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.143557e-01,9.109195e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.144762e-01,8.843284e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.145968e-01,8.567671e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.147173e-01,8.293199e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.148378e-01,8.026133e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.149583e-01,7.767564e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.150788e-01,7.517322e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.151993e-01,7.275142e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.153198e-01,7.040764e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.154404e-01,6.813940e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.155609e-01,6.594524e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.156814e-01,6.383417e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.158019e-01,6.185179e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.159224e-01,6.005962e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.160429e-01,5.844486e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.161634e-01,5.693008e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.162840e-01,5.546546e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.164045e-01,5.403933e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.165250e-01,5.264989e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.166455e-01,5.129616e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.167660e-01,4.997723e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.168865e-01,4.869220e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.170071e-01,4.744008e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.171276e-01,4.621640e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.172481e-01,4.497946e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.173686e-01,4.357825e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.174891e-01,4.189654e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.176096e-01,4.007516e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.177301e-01,3.828041e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.178507e-01,3.656129e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.179712e-01,3.492117e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.180917e-01,3.335741e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.182122e-01,3.186689e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.183327e-01,3.044302e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.184532e-01,2.906865e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.185738e-01,2.772961e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.186943e-01,2.643710e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.188148e-01,2.520731e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.189353e-01,2.404505e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.190558e-01,2.295085e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.191763e-01,2.194166e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.192968e-01,2.108641e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.194174e-01,2.044738e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.195379e-01,1.996889e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.196584e-01,1.955781e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.197789e-01,1.917263e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.198994e-01,1.880497e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.200199e-01,1.845293e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.201405e-01,1.811421e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.202610e-01,1.777810e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.203815e-01,1.739489e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.205020e-01,1.686186e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.206225e-01,1.614629e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.207430e-01,1.535954e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.208635e-01,1.459074e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.209841e-01,1.385878e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.211046e-01,1.319776e+15,Time (Hight)=396.1 s (71 km)
t396_1_h71km,3.961000e+02,7.100000e+01,1.212251e-01,1.276064e+15,Time (Hight)=396.1 s (71 km)
t400_8_h61km,4.008000e+02,6.100000e+01,1.645761e-03,1.239748e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,1.721937e-03,1.277917e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,1.798114e-03,1.313972e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,1.874290e-03,1.335401e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,1.950466e-03,1.351558e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.026642e-03,1.366866e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.102819e-03,1.382136e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.178995e-03,1.397655e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.255171e-03,1.413664e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.331347e-03,1.430381e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.407524e-03,1.447995e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.483700e-03,1.466669e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.559876e-03,1.486530e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.636052e-03,1.507678e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.712229e-03,1.530182e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.788405e-03,1.554089e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.864581e-03,1.579452e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,2.940757e-03,1.606692e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.016934e-03,1.637467e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.093110e-03,1.673372e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.169286e-03,1.713295e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.245463e-03,1.755600e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.321639e-03,1.799775e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.397815e-03,1.845731e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.473991e-03,1.893430e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.550168e-03,1.942841e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.626344e-03,1.993937e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.702520e-03,2.046699e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.778696e-03,2.101118e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.854873e-03,2.157209e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,3.931049e-03,2.215054e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.007225e-03,2.274778e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.083401e-03,2.336404e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.159578e-03,2.399858e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.235754e-03,2.465105e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.311930e-03,2.532163e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.388107e-03,2.601072e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.464283e-03,2.671873e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.540459e-03,2.744614e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.616635e-03,2.819344e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.692812e-03,2.896113e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.768988e-03,2.974974e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.845164e-03,3.055950e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.921340e-03,3.138665e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,4.997517e-03,3.221016e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.073693e-03,3.299030e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.149869e-03,3.371366e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.226045e-03,3.441377e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.302222e-03,3.512016e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.378398e-03,3.584037e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.454574e-03,3.657533e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.530750e-03,3.732536e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.606927e-03,3.809077e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.683103e-03,3.887188e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.759279e-03,3.966900e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.835456e-03,4.048247e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.911632e-03,4.131263e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,5.987808e-03,4.215980e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,6.063984e-03,4.302435e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,6.140161e-03,4.390663e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,6.216337e-03,4.480698e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,6.292513e-03,4.572497e+16,Time (Hight)=400.8 s (61 km)
t400_8_h61km,4.008000e+02,6.100000e+01,6.368689e-03,4.665149e+16,Time (Hight)=400.8 s (61 km)
