t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-5.539753893694425e-06,0.0005752528953892788,-0.007473657905739723,-48.93020606344293,55.544814691052444,5.143936018206289,-1656201.7170614246,5097264.758841336,3591181.9960583495,-258.4057955714953,-5260.056020287632,7298.290012616031,0.9945218953682734,0.0,0.0,0.10452846326765353
0.005,1.3597464264348481e-05,0.0005769004638910272,-0.007485496652701646,-48.92369146072432,55.54885943746169,5.126589626245396,-1656203.008305223,5097238.45854786,3591218.4880019748,-258.09172380151466,-5260.06136984264,7298.487437526107,0.994523848218592,-1.6409926921128966e-07,1.4288063446092292e-06,0.10450988145823685
0.01,-7.02265369569171e-06,0.0005736281856914157,-0.007488667967152978,-48.94291557550001,55.54421954011209,5.138886637359978,-1656204.2979786769,5097212.15822739,3591254.9809326828,-257.7776577001737,-5260.066818385591,7298.684845554494,0.9945258038122782,-2.810479990085975e-07,2.866709120277841e-06,0.10449127017720183
0.015,-1.920982906409431e-05,0.0005798306839460447,-0.007493604229341925,-48.948359649960494,55.532537052761775,5.139623394559325,-1656205.5860816613,5097185.857879903,3591291.474850452,-257.46353608245425,-5260.072176116707,7298.8822622220505,0.9945277598839177,-4.4841003864295927e-07,4.291089424149333e-06,0.1044726509746068
0.02,1.720676550490324e-05,0.0005703198208938705,-0.0074819539120808435,-48.95156071986814,55.534028836419694,5.143539607211421,-1656206.8726140482,5097159.557505711,3591327.969755204,-257.14941866400716,-5260.077501026827,7299.0796385138765,0.9945297168938565,-6.476933202055231e-07,5.727708046413066e-06,0.10445401946215188
0.025,-2.2824277562321384e-05,0.0005687275013251178,-0.007487138975540928,-48.95160145121371,55.52835528027068,5.136476189456305,-1656208.1575758334,5097133.25710492,3591364.465646897,-256.83529539572714,-5260.082815262313,7299.277038672469,0.9945316705111253,-7.539493513151765e-07,7.150189244871764e-06,0.10443541687883905
0.03,8.281418529925127e-06,0.0005668124502255552,-0.007483015571305627,-48.9571457385317,55.532532293329375,5.137682694096131,-1656209.4409670206,5097106.956677501,3591400.9625255074,-256.52117948172724,-5260.0881522464015,7299.4744056706795,0.9945336251318884,-9.59320088779984e-07,8.558259753761176e-06,0.10441680136769378
0.035,-1.9419008163535477e-06,0.0005602104557358319,-0.007481739772606857,-48.96094375415725,55.52221862251257,5.137787290854279,-1656210.7227875663,5097080.656223394,3591437.460391016,-256.20703883488426,-5260.093490533029,7299.6717978129445,0.994535578326129,-1.0868516771745314e-06,9.96968870597e-06,0.10439819607127437
0.04,8.70259000333819e-06,0.0005665337969497801,-0.007486823888456667,-48.969060670942916,55.513228297289075,5.141859747593191,-1656212.0030374294,5097054.355742656,3591473.9592433977,-255.89290641889832,-5260.09880498933,7299.869154780364,0.9945375308375543,-1.2380787796424517e-06,1.1362034621874517e-05,0.10437959391045822
0.045,-1.1039484206298579e-05,0.0005586533246283071,-0.007461308197237051,-48.97669773210376,55.521733945522605,5.140110934682663,-1656213.2817166094,5097028.055235458,3591510.459082508,-255.57876556509072,-5260.104074093592,7300.06648930351,0.9945394843253764,-1.3644902315206852e-06,1.2772880187507922e-05,0.10436097907171075
