case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.153136,0.800000,189.063511,20381150.603331,1050.352839,0.153136,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,43.675636,62.319914
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.163199,-0.600000,-163.269290,20615462.944604,1088.461935,0.163199,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-215.289891,-210.534666
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.179104,1.100000,252.262504,20939248.153720,1146.647744,0.179104,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,273.262515,262.279878
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.203382,-0.900000,-221.625173,21352201.545479,1231.250962,0.203382,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-195.372982,-213.815048
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.229835,0.400000,316.443158,21724617.846110,1318.513158,0.229835,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,252.169998,245.260385
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.274980,-0.700000,-233.249233,22228019.842978,1457.807707,0.274980,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-332.260046,-326.818333
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.334065,1.600000,325.137319,22718842.467227,1625.686593,0.334065,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,302.955162,311.467989
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.391130,-1.300000,-248.610610,23067910.027711,1775.790073,0.391130,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-129.140391,-133.623637
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.213097,1.040000,153.530667,20357917.891395,1279.422224,0.213097,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2532.204784,161.418048
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.244256,-0.780000,-276.205987,20853345.698361,1381.029937,0.244256,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-877.411842,-376.137815
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.308028,1.430000,550.413043,21601747.538960,1572.608693,0.308028,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1652.582410,639.135619
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.467691,-1.170000,-1192.170168,22696032.098071,1986.950280,0.467691,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2952.583535,-1297.665967
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.829766,0.520000,2602.248687,23781251.544758,2739.209144,0.829766,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3076.391913,1403.569790
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.317188,-0.910000,4567.865115,24391667.073659,3972.056622,1.317188,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4654.902215,2045.549059
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.074161,2.080000,-9355.177809,24808626.376374,5846.986131,2.074161,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-12823.259975,-12976.459576
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.833935,-1.690000,15718.263912,25053848.284089,7144.665415,2.833935,2270.449495,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,8042.338851,11828.350802
