case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.152502,0.800000,184.978224,20381146.517410,1027.656798,0.152502,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,42.731896,60.973303
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.162523,-0.600000,-159.741365,20615466.471853,1064.942432,0.162523,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-210.637899,-205.985427
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.178362,1.100000,246.811612,20939242.702085,1121.870962,0.178362,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,267.357853,256.612530
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.202539,-0.900000,-216.836293,21352206.333517,1204.646072,0.202539,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-191.151365,-209.194931
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.228883,0.400000,309.605449,21724611.007449,1290.022705,0.228883,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,246.721107,239.960795
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.273841,-0.700000,-228.209180,22228024.881892,1426.307375,0.273841,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-325.080559,-319.756434
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.332681,1.600000,318.111746,22718835.440271,1590.558732,0.332681,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,296.408908,304.737790
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.389510,-1.300000,-243.238628,23067915.398072,1737.418774,0.389510,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-126.349941,-130.736305
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.212215,1.040000,150.213174,20357914.573019,1251.776449,0.212215,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2477.501392,157.930509
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.243244,-0.780000,-270.237724,20853351.665612,1351.188620,0.243244,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-858.447046,-368.010104
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.306752,1.430000,538.519709,21601735.644351,1538.627740,0.306752,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1616.879407,625.324366
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.465753,-1.170000,-1166.409736,22696057.856565,1944.016227,0.465753,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2888.790234,-1269.626644
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.826328,0.520000,2546.019256,23781195.311890,2680.020270,0.826328,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3009.926199,1373.242391
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.311731,-0.910000,4469.162614,24391568.365700,3886.228360,1.311731,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4554.335157,2001.350094
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.065567,2.080000,-9153.030980,24808828.514609,5720.644363,2.065567,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-12546.171845,-12696.063986
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.822194,-1.690000,15378.623419,25053508.631854,6990.283372,2.822194,2221.389586,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7868.525785,11572.762762
