receive_time_s,transmit_time_est_s,pseudorange_m,pseudorange_true_m,carrier_phase_cycles,range_rate_mps,range_rate_true_mps,doppler_hz_compat
0.000499,0.00015271912722619372,103812.39400724466,103728.92974406568,48.14972331371844,-496.9546098750935,-496.2072142380135,48072.2022912855
0.0014990000000000001,0.001152719127226194,103812.39400724463,103730.12892240347,95.85732433171658,-494.23435516755495,-496.1886064302756,47809.062294219206
0.002499,0.0021527191272261935,103812.39400724469,103731.32810074124,144.22962510587163,-499.0080559589348,-496.16999862253766,48270.839497933965
0.003499,0.0031527191272261936,103812.39400724469,103732.52727907905,192.17805382770624,-496.7239527291977,-496.15139081479975,48049.8899980557
0.0044989999999999995,0.004152719127226193,103812.39400724469,103733.72645741682,240.06032342926548,-496.04002151242264,-496.1327830070618,47983.73087778031
0.005499,0.005152649745710164,103833.19406247504,103734.9256357546,288.0485376409722,-496.3961301178639,-496.11417519932075,48018.178540762536
0.006499,0.0061524720742759265,103886.45861846129,103736.1248140924,335.96485037277233,-495.734280384083,-496.095567391586,47954.15544155686
0.0074990000000000005,0.007152531510674289,103868.64003450192,103737.32399243019,384.03545890411084,-496.6740116756583,-496.076959583848,48045.05902077794
0.008499,0.008152492896583952,103880.21624755712,103738.52317076798,431.8528937432202,-495.02288536898294,-496.0583517761101,47885.33964954017
0.009499,0.009152492896583953,103880.21624755712,103739.72234910577,480.1497387639638,-498.22801920771195,-496.03974396837214,48195.38374452251
0.010499000000000001,0.010152492896583954,103880.21624755712,103740.92152744356,528.1388989044033,-497.1450207326942,-496.02113616063417,48090.62141666063
0.011498999999999999,0.011152492896583951,103880.21624755712,103742.12070578133,575.969070376106,-495.50144818804654,-496.0025283528963,47931.63274792373
0.012499,0.012152375249449425,103915.48597119375,103743.31988411912,624.0217166549584,-496.86167795674436,-495.9839205451614,48063.21265342034
0.013499,0.013152375249449426,103915.48597119375,103744.51906245692,671.7491207733666,-494.4390731036931,-495.96531273742045,47828.86539462944
0.014499,0.014152375249449425,103915.48597119375,103745.7182407947,720.0703608384487,-498.48020714927173,-495.9467049296825,48219.77878886093
0.015498999999999999,0.015152375249449424,103915.48597119375,103746.91741913249,768.0390275002609,-496.93316589370534,-495.92809712194145,48070.127938033234
0.016499,0.016152375249449423,103915.48597119427,103748.11659747029,815.8555780144437,-495.3606392109708,-495.90948931420974,47918.01179040386
0.017499,0.017152323327472612,103931.05178824688,103749.31577580805,863.9022513916315,-496.85180684866924,-495.89088150646563,48062.25778572258
0.018499,0.018152323327472613,103931.05178824688,103750.51495414584,911.6219142686754,-494.3590466976031,-495.8722736987308,47821.124153265024
0.019499,0.01915232332747261,103931.05178824688,103751.71413248364,959.9316477188652,-498.3612555505893,-495.85366589099283,48208.27217396873
0.020499,0.02015232332747261,103931.05178824688,103752.91331082142,1007.889545727931,-496.82184310487213,-495.83505808325486,48059.35928528693
0.021499,0.021152323327472612,103931.05178824688,103754.1124891592,1055.6970540910702,-495.2671644286607,-495.816450275517,47908.96963936018
0.022498999999999998,0.022152130191082937,103988.95262123617,103755.31166749701,1103.6537270146923,-496.2784759132836,-495.7978424677821,48006.79742745638
0.023499,0.023152094388375653,103999.6860028562,103756.51084583477,1151.498357254001,-495.21588565829427,-495.77923466004114,47904.00925993453
0.024499,0.024152178672961676,103974.41811964105,103757.71002417257,1199.6209773011358,-496.90064490880684,-495.7606268523001,48066.98206649147
0.025499,0.025152178672961677,103974.41811964105,103758.90920251036,1247.2865995341454,-493.8003923008117,-495.7420190445652,47767.08350923071
0.026499,0.026152178672961678,103974.41811964105,103760.10838084813,1295.6159822849834,-498.56438355539393,-495.72341123682736,48227.92147461703
0.027499,0.027152178672961675,103974.41811964105,103761.30755912571,1343.5523379209417,-496.5991451398675,-495.7040645197932,48037.81691217915
0.028499,0.028152178672961676,103974.41811964105,103762.50673670408,1391.3528168066812,-495.194496004245,-495.68545671205527,47901.940161960665
0.029499,0.029152066468365805,104008.05621123627,103763.70591428243,1439.400714521844,-496.7105649675169,-495.6668489043204,48048.594951838284
0.030499,0.030152066468365803,104008.05621123627,103764.90509186081,1487.0843230349185,-493.98632854601806,-495.6482410965824,47785.06978929578
0.031499,0.031152066468365804,104008.05621123627,103766.1042694392,1535.3840732839255,-498.2580525015772,-495.62963328884456,48198.28897278576
0.032499,0.032152066468365804,104008.05621123627,103767.30344701756,1583.3261107828573,-496.6578823697605,-495.6110254811066,48043.498775152824
0.033499,0.033152066468365805,104008.05621123627,103768.50262459595,1631.0986302700398,-494.9054609415679,-495.5924176733687,47873.98076340356
0.034499,0.034151967346978,104037.77205572701,103769.70180217433,1679.0978742135092,-496.4827567214117,-495.57380986563373,48026.558242905965
0.035499,0.035151967346978,104037.77205572701,103770.90097975268,1726.7880888379284,-494.05462035145814,-495.55520205789577,47791.67590064019
0.036499000000000004,0.036151967346978,104037.77205572701,103772.10015733106,1775.0573727559308,-497.94310159612735,-495.5365942501549,48167.82264178138
0.037499,0.037151967346977996,104037.77205572701,103773.29933490945,1822.6120065562247,-492.653030402416,-495.51798644241694,47656.09507651478
0.038499,0.038151967346978,104037.77205572701,103774.4985124878,1870.6081065515752,-495.1190160906833,-495.49937863467903,47894.63871912954
0.039499,0.039151967346978,104037.77205572701,103775.69769006618,1918.6563113421294,-495.7025458014722,-495.4807708269441,47951.085641529695
0.040499,0.04015219898060856,103968.33004026565,103776.89686764457,1966.4907224260287,-494.7910171392795,-495.4621630192031,47862.91020382877
0.041499,0.04115219898060856,103968.33004026565,103778.09604522293,2014.6995829206724,-497.31846412683495,-495.44355521146827,48107.39921842268
0.042499,0.04215219898060856,103968.33004026565,103779.2952228013,2062.2845255453853,-492.9663530566127,-495.42494740372416,47686.403900933925
0.043498999999999996,0.043152198980608555,103968.33004026565,103780.49440037968,2110.2519736764457,-494.82282254510153,-495.4063395959894,47865.98685483924
0.044499,0.044152198980608556,103968.33004026565,103781.69357795807,2158.342281871044,-496.092909456763,-495.3877317882514,47988.84691837754
0.045499,0.04515219898060856,103968.33004026565,103782.89275553644,2205.999828318551,-493.71690748749586,-495.36912398051646,47759.007723727926
0.046499,0.04615219898060856,103968.33004026565,103784.09193311482,2254.298445666921,-498.24634094755936,-495.3505161727817,48197.15607214916
0.047499,0.04715219898060856,103968.33004026565,103785.2911106932,2302.22797810579,-496.52860917342286,-495.33190836504065,48030.9937150896
0.048499,0.04815219898060856,103968.33004026565,103786.49028827155,2350.008147901666,-494.984547315627,-495.31330055730274,47881.63107209717
0.049499,0.04915211586328366,103993.24798739911,103787.68946584992,2397.916494323794,-495.90362496908324,-495.29469274956176,47970.53675080583
0.050499,0.05015192226572231,104051.28707618115,103788.8886434283,2445.6845929282013,-494.6962396960277,-495.2760849418268,47853.74204171875
0.051499,0.05115192226572231,104051.28707618115,103790.08782100669,2493.9108067637967,-497.4978572557484,-495.25747713408896,48124.7525593746
0.052499000000000004,0.05215192226572231,104051.28707618115,103791.28699858506,2541.4645462037074,-492.643784799049,-495.23886932634485,47655.2007161315
0.053499,0.0531519222657223,104051.28707618115,103792.48617616344,2589.4243087194395,-494.7433711826732,-495.2202615186101,47858.301239511246
0.054499,0.05415196400581667,104038.77371069373,103793.6853537418,2637.410602366119,-495.55972191581384,-495.20165371086904,47937.26977467392
0.055499,0.05515206942593987,104007.16955283683,103794.88453002612,2685.1731796694858,-494.4500571986682,-495.1811095882511,47829.92792554301
0.056499,0.05615206942593987,104007.16955283683,103796.08370564271,2733.4071488269255,-497.5780292212031,-495.1625017805163,48132.50788121858
0.057499,0.05715206942593987,104007.16955283683,103797.28288125929,2781.3557180975577,-496.7254056764175,-495.1438939727722,48050.030546852875
0.058499,0.058152069425939874,104007.16955283683,103798.4820568759,2829.097495122398,-494.58765548120704,-495.1252861650374,47843.23830106161
0.059498999999999996,0.05915206942593987,104007.16955283683,103799.68123249248,2876.940891630708,-495.6381642649978,-495.1066783572994,47944.85778453085
0.060499,0.06015206942593987,104007.16955283683,103800.88040810906,2924.685606123292,-494.604303182861,-495.08807054956145,47844.848692968015
0.061499,0.061152038769348126,104016.36016782977,103802.07958372563,2972.817701343819,-496.9110641509166,-495.0694627418236,48067.989957160906
0.062499,0.06215203876934813,104016.36016782977,103803.27875934224,3020.4194913933998,-493.14051619151587,-495.05085493408563,47703.25132580207
0.063499,0.06315203876934813,104016.36016782769,103804.47793495884,3068.7256207605597,-498.32399772609324,-495.0322471263508,48204.66809093878
0.064499,0.06415211777605495,103992.67455299292,103805.67711057542,3116.770807002441,-496.77254778221237,-495.01363931861283,48054.59077187379
0.065499,0.06515208274114913,104003.1777535256,103806.87628619201,3164.7821323583203,-495.7426505317656,-494.9950315108718,47954.965115971005
0.066499,0.06615208274114913,104003.1777535256,103808.07546180858,3212.890954340008,-496.2842988960163,-494.976423703137,48007.36070546669
0.067499,0.06715201915075554,104022.24167392505,103809.27463742517,3260.8048891090375,-494.78510379416275,-494.957815895396,47862.33818474086
0.068499,0.06815201915075554,104022.24167392505,103810.47381304175,3308.9679089772926,-496.8445788143746,-494.9392080876581,48061.55859203391
0.069499,0.06915201915075554,104022.24167392505,103811.67298865835,3356.5704024646247,-493.1477880995313,-494.92060027991704,47703.95476355315
0.070499,0.07015201915075554,104022.24167392505,103812.87216427494,3404.8903831294097,-498.4671878833855,-494.90199247218214,48218.51938856374
0.07149900000000001,0.07115183637468069,104077.03656267047,103814.07133989152,3452.9516369029343,-496.8751457736974,-494.88338466444736,48064.51544367145
0.072499,0.07215183637468067,104077.03656267047,103815.2705155081,3501.0415506673326,-496.0888319671337,-494.86477685671247,47988.45248817726
0.073499,0.07315183637468067,104077.03656267047,103816.46969112469,3549.118768223855,-495.95758274760186,-494.8461690489746,47975.75628030127
0.074499,0.07415192241454356,104051.24246068955,103817.66886674128,3597.0055915302714,-495.0000178450449,-494.82756124123046,47883.12759190994
0.075499,0.07515207550788451,104005.34623170308,103818.86804235786,3645.0370457216413,-496.2021214210758,-494.8089534334987,47999.41138349517
0.076499,0.07615207550788451,104005.34623170308,103820.06721797446,3692.710200854041,-493.8782649361192,-494.79034562575464,47774.61640862045
0.077499,0.07715198211217601,104033.34556072103,103821.26639359105,3740.9262441046335,-497.6262675700739,-494.7717378180167,48137.17414976511
0.078499,0.07815218649891624,103972.07195748584,103822.46556920763,3788.9754334404547,-497.21450078188866,-494.75313001028496,48097.342471086355
0.079499,0.07915218649891624,103972.07195748584,103823.66474482421,3837.0517152558455,-495.9746832463306,-494.7345222025408,47977.41047289318
0.080499,0.08015218649891624,103972.07195748584,103824.8639204408,3884.9539170312196,-496.2460737669442,-494.71591439480903,48003.66305159479
0.081499,0.08115218649891624,103972.07195748584,103826.06309605739,3932.6905929821332,-494.5349222573775,-494.697306587065,47838.13722713447
0.082499,0.08215218649891624,103972.07195748584,103827.26227046901,3980.515634314189,-495.4484144923656,-494.67381199114305,47926.50260827643
0.083499,0.08315218649891624,103972.07195748584,103828.46144106377,4028.2681524014624,-494.6986930504596,-494.6552041834021,47853.979363494625
0.084499,0.0841522387998243,103956.39253970623,103829.66061165852,4076.2459774855856,-496.0560055764372,-494.63659637566104,47985.277073636986
0.085499,0.0851522387998243,103956.39253970623,103830.85978225325,4123.905025688148,-493.73243213713573,-494.61798856792615,47760.50947878394
0.08649899999999999,0.0861521369976459,103986.91206499301,103832.058952848,4172.0941031958255,-497.4572188651101,-494.59938076019137,48120.82146205357
0.087499,0.08715199246768822,104030.24105626126,103833.25812344276,4220.164278904279,-497.1940572713066,-494.58077295245033,48095.36489696446
0.088499,0.08815199246768822,104030.24105626126,103834.45729403751,4268.214349814348,-495.67694964874687,-494.56216514470935,47948.60963384763
0.089499,0.08915199246768822,104030.24105626126,103835.65646463227,4316.311037871024,-496.15886237173515,-494.54355733697446,47995.22678045597
0.090499,0.09015216481703771,103978.572021144,103836.85563522701,4363.990036443364,-493.67196406493065,-494.5249495292334,47754.66018522384
0.091499,0.09115216481703771,103978.572021144,103838.05480582175,4412.246544447737,-497.81102840474017,-494.50634172149864,48155.046728151734
0.092499,0.0921521368078162,103986.96897450763,103839.2539764165,4460.211674840826,-496.5672088393033,-494.48773391376375,48034.72759925067
0.093499,0.09315207259325715,104006.22001500316,103840.45314701126,4508.083972338749,-495.17101363431277,-494.46912610602277,47899.668628071595
0.094499,0.0941520383669829,104016.4807938915,103841.652317606,4555.996619168919,-495.43462232564696,-494.4505182982848,47925.16844250886
0.095499,0.09515207118888162,104006.64103619602,103842.85148820076,4604.039197689302,-495.9038463526504,-494.43191049054684,47970.558166032526
0.096499,0.09615207118888162,104006.64103619602,103844.05065879552,4652.09233527657,-495.70865194859334,-494.413302682809,47951.67631104718
0.097499,0.09715198178141622,104033.44472001285,103845.24982939025,4699.916195493209,-494.6036886608054,-494.394694875071,47844.789248044915
0.098499,0.09815215163536505,103982.52378719431,103846.44899998499,4747.924588191698,-496.0861713399633,-494.3760870673362,47988.195116165785
0.099499,0.09915215163536505,103982.52378719431,103847.64817057975,4795.579202742804,-493.68659850719985,-494.35747925959515,47756.07582732717
0.100499,0.10015209256396986,104000.23294595642,103848.8473411745,4843.728065272914,-497.2668254432019,-494.33887145186026,48102.40402329553
0.101499,0.10115200409538556,104026.755160297,103850.04651176925,4891.82362236687,-497.41588922445203,-494.3202636441162,48116.82349763819
0.102499,0.10215200409538557,104026.755160297,103851.245682364,4939.877113258988,-495.7123042978835,-494.30165583637825,47952.02961589722
0.103499,0.10315188180145904,104063.4179571249,103852.44485295875,4987.894313209673,-495.5891542747725,-494.28304802864346,47940.116872347746
0.104499,0.10415198646290438,104032.04124516746,103853.6440235535,5035.616889410924,-494.1864674864098,-494.26444022090857,47804.42994701983
0.105499,0.10515190437946567,104056.64924102026,103854.84319414824,5083.751098567465,-496.9764754386482,-494.2458324131706,48074.3174256932
0.106499,0.10615191646260261,104053.02680769803,103856.04236474299,5131.3600759990895,-492.9962235044604,-494.2272246054296,47689.29337651767
0.107499,0.10715191742381297,104052.73864408115,103857.24153533776,5179.448531365532,-497.22882188055604,-494.2086167976917,48098.72780233893
0.108499,0.10815198728535699,104031.79468007913,103858.4407059325,5227.625230020072,-497.88345337930105,-494.1900089899538,48162.05265577338
0.109499,0.10915211065822056,103994.80842606074,103859.63987652723,5275.593739481713,-494.9767230003544,-494.1714011822189,47880.87419801027
0.110499,0.11015207436428325,104005.68907473856,103860.83904433997,5323.640691814888,-496.12037430373044,-494.14950980464505,47991.50369155779
0.111499,0.11115207436428325,104005.68907473856,103862.03821154308,5371.284503296013,-493.5749199243151,-494.1309019969041,47745.27275734581
0.112499,0.11215200674902981,104025.959617765,103863.2373787462,5419.47213736899,-497.53215989585055,-494.1122941891692,48128.070776816094
0.113499,0.1131518555472466,104071.28877200602,103864.43654594931,5467.621585951358,-497.59837949758247,-494.0936863814282,48134.47643646156
0.114499,0.1141518555472466,104071.28877200602,103865.63571315243,5515.638910654131,-495.3384301323536,-494.07507857369023,47915.86342655176
0.115499,0.11515200467058058,104026.58272116914,103866.83488035554,5563.536432351732,-495.17121103490615,-494.05647076595227,47899.687723339186
0.116499,0.11615194424415518,104044.69810776947,103868.03404755866,5611.280274152174,-494.4977242487524,-494.0378629582144,47834.538930308314
0.117499,0.11715211990166542,103992.03731100674,103869.23321476177,5659.177286444498,-495.58392460023674,-494.0192551504795,47939.610987167885
0.118499,0.11815211990166541,103992.03731100674,103870.43238196489,5706.879244659091,-494.1760217226293,-494.0006473427416,47803.41949081404
0.119499,0.11915210317101878,103997.05303268447,103871.631549168,5754.810976803301,-495.9131500487675,-493.9820395350006,47971.45814593594
0.120499,0.12015210317101878,103997.05303268447,103872.83071637111,5803.0272796846675,-497.3954010719757,-493.96343172726574,48114.8416051457
0.121499,0.12115210317101878,103997.05303268447,103874.02988357423,5850.631019381053,-493.16067099867666,-493.94482391952477,47705.20097260627
0.122499,0.12215210317101878,103997.05303268447,103875.22905077734,5898.912732859851,-498.11742901120743,-493.9262161117929,48184.685958060414
0.123499,0.12315210317101878,103997.05303268447,103876.42821798046,5947.161141676918,-497.7273016712916,-493.9076083040489,48146.9475408466
0.124499,0.12415210649063682,103996.05783623301,103877.62738518357,5994.761327827271,-492.98667649609723,-493.8890004963109,47688.36986014778
0.125499,0.12515210649063682,103996.05783623301,103878.82655238669,6043.069953954112,-498.3498084061551,-493.87039268857296,48207.16485061975
0.126499,0.12615210734467858,103995.80180095635,103880.0257195898,6091.112005066191,-496.6292522080741,-493.8517848808351,48040.72927689912
0.127499,0.12715210734467858,103995.80180095635,103881.22488679292,6139.202346268865,-496.0932506833804,-493.83317707309715,47988.87992645243
0.128499,0.12815204129656085,104015.6025285154,103882.42405399602,6187.115129503583,-494.93587008005136,-493.8145692653623,47876.922348465116
0.129499,0.12915198000762873,104033.97648812502,103883.62322119914,6234.970880685977,-495.11044557698676,-493.7959614576182,47893.80966259204
0.130499,0.13015198000762873,104033.97648812502,103884.82238840226,6282.69397740576,-494.39454463398323,-493.7773536498864,47824.557996003736
0.131499,0.13115199287769347,104030.11813978315,103886.02155560537,6330.564129875313,-495.5067601818609,-493.75874584214233,47932.146596142746
0.132499,0.13215199287769347,104030.11813978315,103887.22072280849,6378.258894329393,-494.1016549934477,-493.74013803441056,47796.225730301674
0.133499,0.1331520606015788,104009.81502973384,103888.4198900116,6426.141642253464,-495.69077213062405,-493.7215302266696,47949.946732109245
0.134499,0.1341520606015788,104009.81502973384,103889.6190572147,6473.804077298334,-493.7674441985259,-493.7029224189347,47763.89632109174
0.135499,0.13515195911741704,104040.23921603852,103890.81822441783,6521.646021453271,-495.52986060711726,-493.68431461119366,47934.38118315305
0.136499,0.13615195911741704,104040.23921603852,103892.01739162095,6569.315303453001,-493.8382257649879,-493.6657068034558,47770.74327595209
0.137499,0.13715197159133558,104036.49962933942,103893.2165582565,6617.159527952575,-495.491243900817,-493.6457285940142,47930.64565061104
0.138499,0.13815197159133558,104036.49962933942,103894.41572404283,6664.823033583804,-493.7785115680438,-493.62712078627334,47764.966907450595
0.139499,0.13915197159133558,104036.49962933942,103895.61488982914,6712.612036960333,-495.0758659658652,-493.6085129785323,47890.464652750175
0.140499,0.14015197159133558,104036.49962933942,103896.81405561542,6760.844194589259,-497.5593022354818,-493.5899051707912,48130.69635270469
0.14149899999999999,0.14115197159133555,104036.49962933942,103898.01322140175,6808.381548735683,-492.4743990263135,-493.5712973630595,47638.81542264513
0.142499,0.1421520558078023,104011.25216776994,103899.21238718806,6856.642573421491,-498.01208993612516,-493.55268955532154,48174.49613141245
0.143499,0.1431520558078023,104011.25216776994,103900.41155297436,6904.8558574039935,-497.3641926888447,-493.53408174758977,48111.822706282015
0.144499,0.1441520558078023,104011.25216776994,103901.61071876068,6952.407194910815,-492.6189544050909,-493.5154739398518,47652.79878304222
0.145499,0.1451520558078023,104011.25216776994,103902.809884547,7000.6991390103985,-498.17735509734416,-493.49686613210775,48190.482823363694
0.146499,0.1461518885172387,104061.4046170307,103904.0090503333,7048.686642157736,-496.2367698214507,-493.47825832436985,48002.763047568296
0.147499,0.1471518885172387,104061.4046170307,103905.2082161196,7096.732022154422,-495.6284565296692,-493.4596505166319,47943.91872046497
0.148499,0.1481517947927473,104089.50251268766,103906.40738190591,7144.59428359519,-494.5447786974755,-493.44104270889704,47839.090675946194
0.149499,0.14915188799526038,104061.56110219477,103907.60654769221,7192.4205697472735,-494.8328513830812,-493.4224349011591,47866.95698031655
0.150499,0.15015188799526039,104061.56110219477,103908.80571347853,7240.123625486712,-494.1873675733522,-493.4038270934181,47804.51701565893
0.151499,0.1511518879952604,104061.56110219477,103910.00487926484,7287.848596228158,-494.4139176533234,-493.3852192856802,47826.4320176673
0.152499,0.15215193156535137,104048.49911752473,103911.20404505117,7335.634937277301,-494.85411818585476,-493.36661147794223,47869.01419444577
0.153499,0.15315193156535137,104048.49911752473,103912.40321083745,7383.324483870351,-494.0477144629684,-493.3480036702044,47791.00786927096
0.154499,0.15415197055248403,104036.81106919386,103913.60237662376,7431.099839209362,-494.808476926637,-493.3293958624664,47864.59915169872
0.155499,0.15515197055248403,104036.81106919386,103914.80154241009,7478.770007619042,-493.8473891793841,-493.31078805472845,47771.62968590137
0.156499,0.15615197055248403,104036.81106919386,103916.00070819638,7526.520273342234,-494.67540885168876,-493.29218024699355,47851.72699941295
0.157499,0.15715197055248403,104036.81106919386,103917.1998739827,7574.2040134990375,-493.98768943557957,-493.2735724392526,47785.2014330254
0.158499,0.15815197055248403,104036.81106919386,103918.39903976902,7621.9334062669695,-494.4494985086904,-493.2549646315147,47829.87388145709
0.159499,0.15915197055248403,104036.81106919386,103919.5982055553,7669.608101575251,-493.894186767614,-493.23635682377676,47776.15658450222
0.160499,0.16015205182481115,104012.44623847972,103920.79737134161,7717.3584162201705,-494.5300014600044,-493.2177490160388,47837.661220750684
0.161499,0.16115205182481115,104012.44623847972,103921.99653712794,7765.02573033874,-493.81788245703103,-493.1991412083039,47768.77539478962
0.162499,0.16215197578887253,104035.24123941756,103923.19570291424,7812.792762607762,-494.5639585679612,-493.18053340056593,47840.94601362812
0.163499,0.16315197578887253,104035.24123941756,103924.39486870055,7860.444311562988,-493.6549073856895,-493.16192559282507,47753.01023144817
0.164499,0.16415204290026297,104015.1217507163,103925.59403448687,7908.200988445768,-494.47516816905994,-493.1433177850871,47832.3569997973
0.165499,0.16515204290026297,104015.1217507163,103926.79320048791,7955.835218913703,-493.4758745624371,-493.1248998901449,47735.691744155476
0.166499,0.16615203714610838,104016.84680286671,103927.99236649318,8003.643213664928,-494.7952994695558,-493.1062920824162,47863.32444899971
0.167499,0.16715203714610838,104016.84680286671,103929.19153249843,8051.232560218502,-493.0118794241355,-493.08768427467214,47690.807829795136
0.168499,0.16815201637646598,104023.07338501203,103930.39069850369,8099.126342088757,-495.40502513777466,-493.06907646693116,47922.30540034288
0.169499,0.16915201637646599,104023.07338501203,103931.58986450895,8146.665932468562,-492.4975164712084,-493.05046865919934,47641.05165602613
0.170499,0.17015191064503982,104054.77086915135,103932.78903051419,8194.552516097383,-495.47181857102015,-493.03186085145524,47928.76656876934
0.171499,0.17115191064503982,104054.77086915135,103933.98819651944,8242.075074878672,-492.3212639925592,-493.01325304372045,47624.002121441685
0.172499,0.17215216253363191,103979.25656898489,103935.18736252468,8289.902239361158,-495.15957186314887,-492.99464523598857,47898.56182449833
0.17349900000000001,0.17315216253363191,103979.25656898489,103936.38652852994,8337.437466030395,-492.45240586717074,-492.9760374282476,47636.68794545843
0.174499,0.17415197013506212,104036.93620913207,103937.5856945352,8385.280748553716,-495.1953371937648,-492.9574296205067,47902.02153324077
0.175499,0.17515197013506212,104036.93620913207,103938.78486054044,8432.804234022791,-492.3310292031498,-492.9388218127717,47624.946745295856
0.176499,0.17615214384541428,103984.85915567852,103939.9840265457,8480.621343771056,-495.00115035635537,-492.9202140050369,47883.23714379201
0.177499,0.17715214384541428,103984.85915567852,103941.18319255095,8528.14152872084,-492.2969095207022,-492.90160619729284,47621.64622600467
0.178499,0.17815196757494559,104037.703712761,103942.38235855619,8576.057041712953,-495.5600905408305,-492.88299838955794,47937.30543309427
0.179499,0.17915208055501466,104003.8331401471,103943.58152456145,8623.659569764299,-492.3183202763615,-492.86439058182,47623.71736521298
0.180499,0.18015208055501467,104003.8331401471,103944.78069056671,8671.398708867659,-494.56038551690943,-492.84578277408207,47840.60037958118
0.181499,0.18115208055501467,104003.8331401471,103945.97985657195,8718.95100701789,-492.6288852205702,-492.82717496634115,47653.759426451405
0.182499,0.18215208055501467,104003.8331401471,103947.17902257721,8766.64570311879,-494.10094838075406,-492.8085671586032,47796.15737712077
0.183499,0.18315208055501467,104003.8331401471,103948.37818858246,8814.221407706667,-492.8708532714446,-492.7899593508714,47677.16586409887
0.184499,0.18415184226196218,104075.2716000758,103949.5773545877,8861.909119201717,-493.93990517824324,-492.7713515431273,47780.5790903821
0.185499,0.18515184226196219,104075.2716000758,103950.77652059296,8909.484478562963,-492.86728443212075,-492.75274373539236,47676.82063746748
0.186499,0.18615206610923501,104008.16387593784,103951.9756865982,8957.215917978183,-494.02058011758044,-492.7341359276545,47788.3830666942
0.187499,0.18715206610923502,104008.16387593784,103953.17485260348,9004.76123994043,-492.5567676845973,-492.71552811991046,47646.78323846733
0.188499,0.18815204126048976,104015.61334235632,103954.37401860874,9052.668909808599,-495.0799735022342,-492.69692031217863,47890.86198947938
0.189499,0.18915204126048976,104015.61334235632,103955.57318461398,9100.113490648644,-491.51533911056504,-492.67831250443766,47546.04211626427
0.190499,0.1901518495406388,104073.08950772513,103956.77235061923,9148.139796037109,-496.0476857764369,-492.6597046967027,47984.47226953478
0.191499,0.19115197843683435,104034.44740043425,103957.97151662449,9196.180957094834,-496.1093002172364,-492.64109688896184,47990.43245544175
0.192499,0.19215198261364047,104033.19522545999,103959.17068249866,9243.921360470473,-492.9756801977473,-492.6222697901226,47687.30614875799
0.193499,0.19315198261364047,104033.19522545999,103960.36984827036,9291.918665269279,-495.18640361302766,-492.6036619823878,47901.15735592589
0.194499,0.19415198261364047,104033.19522545999,103961.56901404206,9339.334342039436,-491.2165383465175,-492.5850541746498,47517.138046378095
0.195499,0.19515213338242787,103987.99588009591,103962.76817981378,9387.476847251886,-496.76610689727386,-492.56644636691493,48053.96772196631
0.196499,0.19615213338242787,103987.99588009591,103963.96734558546,9435.549390709,-495.90926344585193,-492.5478385591678,47971.082180892314
0.197499,0.19715191981877564,104052.02065233886,103965.16651135717,9483.064936298562,-491.8920656861608,-492.529230751436,47582.48422946872
0.198499,0.19815191981877564,104052.02065233886,103966.36567712888,9531.193079510407,-496.48403541601556,-492.5106229437012,48026.68193562245
0.199499,0.19915195162083627,104042.48663441499,103967.56484290058,9579.051336856608,-495.01679435719683,-492.4920151359571,47884.75044411794
0.200499,0.20015204527068964,104014.41111468122,103968.7640086723,9626.962435718622,-494.41398977674146,-492.473407328216,47826.43899442428
0.201499,0.20115204527068964,104014.41111468122,103969.963174444,9674.866375038213,-494.16628934872296,-492.4547995204843,47802.478043370145
0.202499,0.20215207970815083,104004.08702354431,103971.16234021568,9722.421709517248,-492.42192491850193,-492.4361917127402,47633.73941394001
