receive_time_s,tau_est_s,tau_true_s,carrier_phase_rad,carrier_frequency_hz,fd_true_hz,post_corr_snr_db,carrier_lock_metric
0.000499,0.00034619999999999974,0.00034600246937995736,302.8241557561486,48094.5,48000.28194835745,18.148748090248457,-0.8919655808844528
0.0014990000000000001,0.000346122894947598,0.0003460064694422845,604.1445369947153,47928.7091617764,47998.481948357454,15.692668489935482,0.9160199619923038
0.002499,0.000346122894947598,0.0003460104695046117,907.3788740376182,48159.782379350734,47996.68194835745,18.150759731641127,-0.6537960563436523
0.003499,0.000346122894947598,0.00034601446956693884,1206.8233082056781,47759.52315542347,47994.8819483576,17.449825018365868,-0.8691392051033249
0.0044989999999999995,0.000346122894947598,0.00034601846962926594,1508.4797650559667,47908.65494708938,47993.0819483576,17.189645508888216,-0.709678027491487
0.005499,0.000346122894947598,0.00034602246969159305,1811.094382076062,48061.150874387866,47991.281948357595,16.468888911528737,-0.8322830595152035
0.006499,0.00034614832823288077,0.0003460264697539202,2111.953332769036,47904.11044388077,47989.481948357745,17.166520381683267,0.9525470913637925
0.0074990000000000005,0.00034614832823288077,0.00034603046981624737,2415.3338494599216,48183.04759290658,47987.68194835774,17.27976937916154,-0.4509627949344018
0.008499,0.00034614832823288077,0.0003460344698785745,2714.7236229792647,47750.823642987576,47985.881948357746,17.885640002111344,-0.9678382981371332
0.009499,0.00034614832823288077,0.0003460384699409017,3016.4883998807363,47925.89461867112,47984.08194835774,16.97326312408719,-0.9558902479510673
0.010499000000000001,0.00034614832823288077,0.00034604247000322885,3319.0435384891125,48051.68459115558,47982.28194835774,15.60162947074538,0.05138329288697381
0.011498999999999999,0.0003462228574305787,0.00034604647006555595,3619.14007407178,47850.35726847527,47980.4819483579,16.9968924658465,0.259268000275367
0.012499,0.0003462228574305787,0.0003460504701278831,3922.9221582598416,48246.95904506724,47978.68194835804,17.5276100886027,-0.9679740814319229
0.013499,0.0003462228574305787,0.00034605447019021027,4224.490691690845,48097.58405273879,47976.8819483579,16.318766996565937,-0.3275321421864166
