case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149534,0.800000,0.441642,20380961.977860,2.453566,0.149534,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.102024,0.145576
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159360,-0.600000,-0.381388,20615625.828667,2.542587,0.159360,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.502905,-0.491797
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.174891,1.100000,0.589271,20938996.476274,2.678505,0.174891,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.638326,0.612671
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.198598,-0.900000,-0.517704,21352422.648164,2.876134,0.198598,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.456381,-0.499460
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.224429,0.400000,0.739194,21724302.136740,3.079974,0.224429,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.589055,0.572915
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.268512,-0.700000,-0.544857,22228252.540886,3.405358,0.268512,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.776140,-0.763429
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.326207,1.600000,0.759503,22718518.081553,3.797514,0.326207,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.707687,0.727573
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.381930,-1.300000,-0.580741,23068158.048380,4.148147,0.381930,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.301667,-0.312138
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208085,1.040000,0.358639,20357764.714355,2.988659,0.208085,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.916471,0.377106
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.238510,-0.780000,-0.645202,20853621.253401,3.226009,0.238510,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.048961,-0.878624
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.300783,1.430000,1.285734,21601198.404407,3.673527,0.300783,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.861005,1.492897
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.456690,-1.170000,-2.784843,22697221.472394,4.641406,0.456690,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6.897751,-3.031349
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.810248,0.520000,6.078708,23778655.355262,6.398640,0.810248,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.187274,3.278767
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.286206,-0.910000,10.670279,24387109.847840,9.278504,1.286206,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,10.875373,4.778431
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.025372,2.080000,-21.853176,24817959.652218,13.658235,2.025372,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-29.954101,-30.312284
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.767275,-1.690000,36.716992,25038166.670509,16.689542,2.767275,5.303644,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,18.782700,27.630277
