t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-1.7377427186227923e-05,0.0005999012963473732,-0.007380000941607505,-45.30457907794443,51.86615608761013,5.1415965543295,-1658763.5840503734,5105149.374697655,3596773.925093057,-242.6143302865707,-4938.608152381165,6852.28340073394,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,6.415112150749128e-06,0.0006303842092429765,-0.007405838273742737,-45.30946461981286,51.869353370361175,5.144597697139897,-1658764.7963942348,5105124.681645753,3596808.1869741296,-242.32321427380208,-4938.6126086191325,6852.469028278365,0.9945238237482783,-1.9997248109225357e-07,1.486996346209884e-06,0.1045101143184354
0.01,9.654890026613564e-06,0.000604589346404643,-0.0074076971444656334,-45.30569903289811,51.86185193168834,5.134273059954288,-1658766.0072824708,5105099.988571588,3596842.449783405,-242.0320801248263,-4938.6170575073365,6852.654681777957,0.9945257585367577,-3.487538719498914e-07,3.0559990392312096e-06,0.10449170109355997
0.015,1.3747336906802413e-06,0.000603252611491888,-0.007412197638240164,-45.31384222360689,51.859984985468756,5.123150698119293,-1658767.216715094,5105075.295475082,3596876.7135208296,-241.7409691137738,-4938.621545021003,6852.840288113322,0.9945276934676578,-4.827417977747835e-07,4.561713915506999e-06,0.10447328321086839
0.02,2.083198649237595e-06,0.0006088249645071987,-0.007394823596051647,-45.31830771509021,51.85384693815279,5.132227249686891,-1658768.4246920582,5105050.602356062,3596910.978186194,-241.44981662417842,-4938.626062590611,6853.0258576277565,0.9945296292304563,-6.369677539981776e-07,6.0619425972572e-06,0.10445485410251822
0.025,9.472428093892043e-06,0.0006213038336133736,-0.007386771401188844,-45.322373941532206,51.8670540778666,5.146784513421222,-1658769.6312132818,5105025.909214585,3596945.2437794195,-241.15867280485605,-4938.630528453828,6853.211432647253,0.9945315601131796,-7.908871215222679e-07,7.57621098653852e-06,0.10443646815562431
0.03,6.407715737630269e-06,0.0005937570914120666,-0.007376549355028323,-45.3383039636949,51.84933179096754,5.137033212519978,-1658770.8362787412,5105001.216050848,3596979.5103007695,-240.86751099060803,-4938.634965914256,6853.397107264795,0.9945334885514396,-9.296924040833757e-07,9.123435224600146e-06,0.1044181021930691
0.035,4.349245803144829e-06,0.0006370097984323853,-0.007408513805793758,-45.33829917746974,51.85455738503252,5.13873481109642,-1658772.0398882779,5104976.522864995,3597013.7777502323,-240.57630367968366,-4938.639375768578,6853.58267789378,0.9945354139809142,-1.0689264044979553e-06,1.0601369060627012e-05,0.10439976161026462
0.04,6.339046193894047e-07,0.000615958327786418,-0.007404956519007717,-45.331457788250745,51.85050535091489,5.140485387323435,-1658773.242041774,5104951.82965706,3597048.046127635,-240.28509472398957,-4938.643798094092,6853.768283293471,0.9945373474098879,-1.224568235588113e-06,1.218630642036108e-05,0.1043813415170471
0.045,1.4810704684697576e-06,0.0005902681067302063,-0.0074080619858437734,-45.333011246361096,51.83782554394754,5.138502560582213,-1658774.4427393402,5104927.136427,3597082.3154330733,-239.9939318049607,-4938.648225649535,6853.953891928357,0.994539279567765,-1.3839541199264619e-06,1.371793307159974e-05,0.10436293023259795
