case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150404,0.800000,0.355812,20380961.892901,1.976735,0.150404,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.082197,0.117284
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160287,-0.600000,-0.307268,20615625.903714,2.048456,0.160287,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.405169,-0.396220
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175908,1.100000,0.474751,20938996.362772,2.157960,0.175908,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.514272,0.493604
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199754,-0.900000,-0.417093,21352422.749931,2.317181,0.199754,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.367687,-0.402394
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225735,0.400000,0.595537,21724301.994389,2.481406,0.225735,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.474577,0.461573
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.270074,-0.700000,-0.438969,22228252.648337,2.743554,0.270074,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.625304,-0.615063
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.328105,1.600000,0.611900,22718517.935848,3.059498,0.328105,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.570154,0.586175
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.384153,-1.300000,-0.467878,23068158.163465,3.341989,0.384153,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.243040,-0.251477
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.209296,1.040000,0.288941,20357764.645867,2.407838,0.209296,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.766653,0.303819
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239898,-0.780000,-0.519812,20853621.380178,2.599061,0.239898,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.650762,-0.707871
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.302533,1.430000,1.035862,21601198.156285,2.959607,0.302533,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.110650,1.202765
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.459347,-1.170000,-2.243632,22697222.016263,3.739386,0.459347,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-5.557230,-2.442231
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.814963,0.520000,4.897361,23778654.178630,5.155117,0.814963,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.790486,2.641565
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.293690,-0.910000,8.596598,24387107.781642,7.475302,1.293690,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,8.761833,3.849782
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.037158,2.080000,-17.606190,24817963.910990,11.003869,2.037158,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-24.132766,-24.421339
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.783378,-1.690000,29.581345,25038159.550964,13.446066,2.783378,4.272924,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,15.132434,22.260558
