case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150030,0.800000,0.437496,20380961.974210,2.430531,0.150030,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.101066,0.144209
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159889,-0.600000,-0.377807,20615625.832777,2.518716,0.159889,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.498183,-0.487180
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175471,1.100000,0.583739,20938996.471323,2.653359,0.175471,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.632333,0.606919
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199257,-0.900000,-0.512844,21352422.653684,2.849132,0.199257,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.452096,-0.494771
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225174,0.400000,0.732254,21724302.130545,3.051058,0.225174,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.583525,0.567536
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269403,-0.700000,-0.539742,22228252.546892,3.373388,0.269403,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.768854,-0.756262
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327290,1.600000,0.752372,22718518.075506,3.761862,0.327290,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.701043,0.720742
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383198,-1.300000,-0.575288,23068158.055100,4.109203,0.383198,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.298835,-0.309208
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208776,1.040000,0.355272,20357764.711679,2.960601,0.208776,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.860925,0.373566
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239302,-0.780000,-0.639145,20853621.260250,3.195723,0.239302,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.029724,-0.870375
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301781,1.430000,1.273664,21601198.393334,3.639039,0.301781,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.824757,1.478881
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458206,-1.170000,-2.758699,22697221.500055,4.597831,0.458206,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6.832994,-3.002890
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.812938,0.520000,6.021640,23778655.300884,6.338569,0.812938,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.119798,3.247985
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.290475,-0.910000,10.570104,24387109.751934,9.191395,1.290475,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,10.773272,4.733570
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.032095,2.080000,-21.648013,24817959.864104,13.530008,2.032095,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-29.672884,-30.027705
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.776461,-1.690000,36.372284,25038166.334987,16.532856,2.776461,5.253852,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,18.606363,27.370878
