t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,3.4790497208111903e-06,0.0006031924149327902,-0.0074061579670611,-45.301985276723784,51.872074853647206,5.138629468850485,-1656201.7170614246,5097264.758841336,3591181.9960583495,-242.6143302865707,-4938.608152381165,6852.28340073394,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,1.0687561328900846e-05,0.0005978544715187206,-0.007390236308037661,-45.31127772611834,51.86676513676882,5.141703367669938,-1656202.9294052783,5097240.065789357,3591216.2579394667,-242.32321121812132,-4938.612639163808,6852.469046216184,0.9945238305824491,-1.4897696265662872e-07,1.5006293086426523e-06,0.10451004928397155
0.01,1.1542099084490992e-06,0.000597254557394233,-0.007399623991071753,-45.3056568593738,51.86886671713555,5.150597863146306,-1656204.1402934815,5097215.3727150345,3591250.5207487815,-242.032070028408,-4938.617089821304,6852.654679611649,0.9945257612942617,-2.786366022634135e-07,2.9898702476292977e-06,0.10449167485045098
0.015,7.644104650471264e-06,0.0005989175620420693,-0.007411048870472837,-45.31880681519697,51.85736859771111,5.1389404821973965,-1656205.3497260748,5097190.679618487,3591284.784486381,-241.7409672615379,-4938.621529066491,6852.840360078126,0.9945276941162787,-4.3184250581229196e-07,4.475129214277394e-06,0.10447327704032403
0.02,1.1856873828859431e-05,0.0005807979133067296,-0.007373408254004035,-45.31913332970845,51.86437620923439,5.139157339189483,-1656206.5577030368,5097165.9864997445,3591319.0491521778,-241.4498175869428,-4938.625968191459,6853.025958844583,0.9945296295791787,-5.693469357649173e-07,5.9662179789192e-06,0.10445485078818409
0.025,1.9890103682217235e-05,0.0006228498733127912,-0.007403893289056471,-45.332439204128455,51.85043552747625,5.139858272057068,-1656207.7642242298,5097141.293358751,3591353.314746063,-241.15865964435147,-4938.630429048887,6853.211595211721,0.9945315548711632,-6.91644781650685e-07,7.413355586668179e-06,0.10443651808687587
0.03,1.1492855880381912e-06,0.0005990360433816355,-0.00738771909543082,-45.33574698748335,51.85970452157583,5.1415829968157745,-1656208.969289565,5097116.60019559,3591387.581267987,-240.86747437604302,-4938.634835150237,6853.397174364867,0.9945334877801673,-8.049493415538518e-07,8.96714554846461e-06,0.10441810955365192
0.035,-1.3713512703703564e-06,0.000582191029752853,-0.007384052991462585,-45.33955402914,51.85363420995433,5.136945145831999,-1656210.1728989142,5097091.9070103625,3591421.848717928,-240.57626530417883,-4938.639256004184,6853.582801954699,0.9945354161251545,-9.586329787870905e-07,1.0456834209387965e-05,0.10439974119939857
0.04,-1.1161668599215377e-05,0.0005998471802819407,-0.007392809182285408,-45.3310270285074,51.84277674730542,5.1377461140955045,-1656211.3750522027,5097067.213803021,3591456.1170959263,-240.2850501310865,-4938.643680710255,6853.76839751925,0.9945373431724742,-1.1141871387693755e-06,1.1903982584324651e-05,0.10438138192460475
0.045,-8.475405443223351e-06,0.0006004718386781976,-0.007381546438474821,-45.33965730089825,51.84005859275347,5.145914850846002,-1656212.5757495775,5097042.520573563,3591490.386401839,-239.99389974457816,-4938.648102375848,6853.953967452149,0.9945392721627102,-1.298691082885402e-06,1.339247536624576e-05,0.1043630008433153
0.05,-8.155710929470737e-06,0.0005940028813362799,-0.007400686827944424,-45.34794512916879,51.82575117095324,5.143524922534714,-1656213.7749911568,5097017.827322119,3591524.656635634,-239.70273194469948,-4938.652475114187,6854.139550607207,0.9945411978729574,-1.4766786420186684e-06,1.4883222164613147e-05,0.10434464772920687
