case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150276,0.800000,0.448999,20380961.985959,2.494439,0.150276,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.103724,0.148001
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160151,-0.600000,-0.387741,20615625.823104,2.584943,0.160151,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.511282,-0.499990
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175758,1.100000,0.599088,20938996.486958,2.723126,0.175758,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.648959,0.622877
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199583,-0.900000,-0.526328,21352422.640525,2.924046,0.199583,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.463984,-0.507781
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225542,0.400000,0.751508,21724302.150167,3.131282,0.225542,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.598868,0.582459
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269844,-0.700000,-0.553934,22228252.533141,3.462086,0.269844,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.789070,-0.776147
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327825,1.600000,0.772155,22718518.095824,3.860775,0.327825,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.719476,0.739693
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383824,-1.300000,-0.590415,23068158.040600,4.217249,0.383824,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.306692,-0.317338
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.209117,1.040000,0.364614,20357764.721361,3.038446,0.209117,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,6.015031,0.383388
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239693,-0.780000,-0.655950,20853621.243836,3.279750,0.239693,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.083093,-0.893261
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.302274,1.430000,1.307153,21601198.427317,3.734722,0.302274,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.925323,1.517767
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458955,-1.170000,-2.831235,22697221.428268,4.718725,0.458955,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-7.012658,-3.081847
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.814267,0.520000,6.179971,23778655.460544,6.505233,0.814267,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.307004,3.333387
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.292585,-0.910000,10.848031,24387110.031971,9.433071,1.292585,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,11.056541,4.858033
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.035418,2.080000,-22.217219,24817959.298221,13.885762,2.035418,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-30.453094,-30.817244
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.781000,-1.690000,37.328645,25038167.295887,16.967566,2.781000,5.391995,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,19.095593,28.090559
