case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149453,0.800000,0.445539,20380961.981676,2.475216,0.149453,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.102925,0.146860
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159273,-0.600000,-0.384753,20615625.825215,2.565022,0.159273,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.507342,-0.496137
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.174795,1.100000,0.594471,20938996.481379,2.702140,0.174795,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.643958,0.618077
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.198490,-0.900000,-0.522272,21352422.643488,2.901513,0.198490,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.460408,-0.503868
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.224306,0.400000,0.745716,21724302.143140,3.107151,0.224306,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.594253,0.577970
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.268365,-0.700000,-0.549665,22228252.535931,3.435406,0.268365,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.782989,-0.770166
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.326029,1.600000,0.766205,22718518.088077,3.831023,0.326029,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.713932,0.733993
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.381722,-1.300000,-0.585865,23068158.043048,4.184750,0.381722,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.304329,-0.314893
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.207971,1.040000,0.361804,20357764.717406,3.015031,0.207971,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.968677,0.380434
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.238380,-0.780000,-0.650895,20853621.247577,3.254475,0.238380,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.067040,-0.886377
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.300619,1.430000,1.297080,21601198.415588,3.705942,0.300619,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.895074,1.506070
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.456441,-1.170000,-2.809417,22697221.447572,4.682361,0.456441,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6.958616,-3.058097
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.809806,0.520000,6.132346,23778655.408459,6.455102,0.809806,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.250694,3.307698
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.285504,-0.910000,10.764433,24387109.941292,9.360377,1.285504,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,10.971336,4.820596
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.024268,2.080000,-22.046007,24817959.458283,13.778754,2.024268,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-30.218413,-30.579757
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.765766,-1.690000,37.040980,25038166.992987,16.836809,2.765766,5.350443,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,18.948437,27.874084
