case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151071,0.800000,190.785411,20381152.323166,1059.918950,0.151071,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,44.073411,62.887494
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160998,-0.600000,-164.756269,20615461.455424,1098.375125,0.160998,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-217.250651,-212.452117
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.176688,1.100000,254.559990,20939250.448790,1157.090863,0.176688,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,275.751261,264.668598
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.200639,-0.900000,-223.643629,21352199.524280,1242.464607,0.200639,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-197.152343,-215.762372
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.226735,0.400000,319.325171,21724620.725023,1330.521545,0.226735,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,254.466641,247.494099
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.271271,-0.700000,-235.373556,22228017.714946,1471.084723,0.271271,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-335.286114,-329.794840
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.329559,1.600000,328.098514,22718845.423917,1640.492569,0.329559,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,305.714329,314.304688
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.385855,-1.300000,-250.874837,23067907.758209,1791.963120,0.385855,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-130.316533,-134.840613
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.210223,1.040000,154.928951,20357919.286805,1291.074590,0.210223,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2555.261448,162.887999
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.240961,-0.780000,-278.721539,20853343.179514,1393.607697,0.240961,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-885.405353,-379.563550
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.303874,1.430000,555.425941,21601752.547705,1586.931261,0.303874,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1667.630723,644.956908
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.461383,-1.170000,-1203.027884,22696021.234047,2005.046474,0.461383,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2979.471572,-1309.484199
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.818574,0.520000,2625.948724,23781275.233604,2764.156551,0.818574,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3104.406302,1416.352415
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.299423,-0.910000,4609.467047,24391708.657824,4008.232215,1.299423,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4697.289821,2064.178381
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.046185,2.080000,-9440.380296,24808541.145911,5900.237685,2.046185,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-12940.049369,-13094.642986
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.795712,-1.690000,15861.418345,25053991.400298,7209.735611,2.795712,2291.127663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,8115.599445,11936.078136
