t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-1.4584560223840511e-05,0.0006622831547497247,-0.007307528260799988,-41.746276792860236,48.23664756868772,5.143436948047022,-1653639.850072476,5089380.142985015,3585590.067023642,-226.82286500164605,-4617.160284474699,6406.276788851849,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,1.3010341185391904e-05,0.0006599218050804828,-0.007332413691869148,-41.7569910732111,48.236123850179574,5.145928898834718,-1653640.9835154358,5089357.057174794,3585622.098842544,-226.5543189107915,-4617.163803997744,6406.450771978914,0.9945238048126972,-2.0933026221556137e-07,1.6428264915694004e-06,0.10451029450792709
0.01,-6.726129438378787e-06,0.0006577842834228984,-0.007328669749730469,-41.77581910831201,48.220404460811345,5.135785255853843,-1653642.115615569,5089333.971347041,3585654.131531371,-226.28573439257136,-4617.167297007565,6406.624758813905,0.9945257204233321,-3.4943419737314904e-07,3.286991801594342e-06,0.10449206383991966
0.015,4.933944703087435e-06,0.0006666413704765441,-0.007289195199501601,-41.77581751060295,48.21887886802631,5.144519977805188,-1653643.2463726222,5089310.885501894,3585686.1650898815,-226.01708686368207,-4617.17076192496,6406.798645468188,0.9945276347192212,-5.380507856316505e-07,4.920686801746934e-06,0.10447384244531538
0.02,1.2419618835323394e-05,0.0006502903474284201,-0.007313720358373124,-41.78134246589149,48.22109248047373,5.142541626471266,-1653644.375786486,5089287.799639501,3585718.1995178917,-225.7484586720197,-4617.174195569699,6406.972558484009,0.9945295383700927,-6.999895580077754e-07,6.579448829810584e-06,0.10445571916171525
0.025,3.0926754057437525e-05,0.0006311949936690087,-0.007319897693737066,-41.7799166123125,48.21576228225916,5.147545433549926,-1653645.5038571442,5089264.713759919,3585750.2348154834,-225.47980450527646,-4617.177637237968,6407.14647827997,0.9945314480916594,-8.390470288012944e-07,8.199511677920014e-06,0.10443753486544588
0.03,7.5943385410284495e-06,0.0006268545839145335,-0.007313434320561771,-41.776959077707474,48.21951956773405,5.140206302116158,-1653646.6305846008,5089241.627863184,3585782.2709826785,-225.2111782334463,-4617.181056578479,6407.320399796487,0.994533359091196,-9.271041267781636e-07,9.776929284694135e-06,0.10441933517473843
0.035,2.774654336549215e-06,0.0006630448049123101,-0.0072871788288329156,-41.78049107487841,48.20809727545154,5.140571845488091,-1653647.755968932,5089218.541949227,3585814.3080194946,-224.94255424162466,-4617.184526134019,6407.494326693921,0.9945352680683133,-1.0720401736480541e-06,1.1337464309132297e-05,0.10440115151951626
0.04,1.0452777667875697e-05,0.0006655331110165761,-0.0073165429675832745,-41.79079416739378,48.20848446522097,5.144292102449752,-1653648.8800101706,5089195.456017992,3585846.345925845,-224.67394118367656,-4617.187967545036,6407.668213354412,0.9945371698577737,-1.238404592652115e-06,1.2986722576528689e-05,0.10438303310931812
0.045,-1.8255681019137402e-05,0.0006532826666446025,-0.007305324791887691,-41.79976998555017,48.20154074059984,5.14084684027189,-1653650.002708252,5089172.370069623,3585878.384701656,-224.40529142454173,-4617.191380493648,6407.842111208105,0.9945390789758155,-1.3863288593288812e-06,1.4644171195429891e-05,0.10436484165447257
0.05,-5.014212208246593e-06,0.0006802740585024487,-0.0073274951888101765,-41.79439280874257,48.20492780959952,5.12965326679096,-1653651.1240630187,5089149.284104223,3585910.4243468638,-224.13661517672375,-4617.194779269705,6408.015971676156,0.994540984832307,-1.6024356357657859e-06,1.6263670599763118e-05,0.1043466780578577
0.055,-2.968933548241355e-06,0.0006602735900274795,-0.007323535638886833,-41.7967893466757,48.19905657896709,5.140414637981432,-1653652.244074426,5089126.198121656,3585942.464861361,-223.86794775224587,-4617.1982476232815,6408.189827298724,0.9945428961357705,-1.792661509706984e-06,1.7953734281596666e-05,0.10432845930197476
0.06,-7.5722044433592e-06,0.0006707258076805814,-0.007303095215629202,-41.80067006538753,48.189669505218745,5.141382639265096,-1653653.3627425442,5089103.112121883,3585974.5062451675,-223.5992995036013,-4617.20166183504,6408.363695279084,0.9945448060710487,-1.97258536676216e-06,1.9594603117432165e-05,0.10431025035566101
0.065,-1.5338793444713659e-06,0.0006708745789782121,-0.007320315500736558,-41.81323513406288,48.18074105310979,5.141502866703503,-1653654.480067437,5089080.026105104,3586006.5484982375,-223.33065767566157,-4617.205049440892,6408.537532687075,0.9945467103402189,-2.1666793033460463e-06,2.1260259623561934e-05,0.10429209219665563
0.07,7.803654083848056e-06,0.000645822759303597,-0.00732949160654005,-41.81148070432356,48.18595523752076,5.137729614333125,-1653655.596049035,5089056.940071489,3586038.5916203978,-223.06198148609468,-4617.208396886621,6408.711331527924,0.9945486187641558,-2.3457994527389234e-06,2.292786030315681e-05,0.1042738911862431
0.075,1.0133859741659712e-05,0.0006654838229027865,-0.007303292010655986,-41.816032160433856,48.17384057247471,5.137118234139748,-1653656.710687249,5089033.854021043,3586070.635611603,-222.7933041000315,-4617.21178133299,6408.885150598805,0.9945505292454478,-2.49517292308015e-06,2.4535606941915205e-05,0.10425566732498422
0.08,-5.595099924706213e-06,0.0006429332326852615,-0.007289994113406261,-41.82464471845952,48.17302787963215,5.140060945439666,-1653657.8239820919,5089010.767953745,3586102.680471787,-222.52463310154062,-4617.215137799309,6409.05892305009,0.9945524325614965,-2.643875460609414e-06,2.619284588171322e-05,0.10423750857035446
0.085,-3.6343238955443475e-06,0.000669275576074712,-0.007294267799034052,-41.816502820392316,48.17937818222324,5.1285264547850495,-1653658.93593351,5088987.681869727,3586134.726200848,-222.25593416977523,-4617.2184696316735,6409.232701146085,0.9945543320799634,-2.825808770868723e-06,2.7789916670812517e-05,0.10421938284557924
0.09,-7.369199035147412e-06,0.0006392180784420852,-0.007331103546031203,-41.82417442575073,48.154275955352226,5.144142087868746,-1653660.046541472,5088964.59576884,3586166.7727988204,-221.9872505561709,-4617.221884826812,6409.406487815786,0.9945562323769039,-3.0097305882894428e-06,2.9452995526912356e-05,0.10420124645953298
0.095,1.3398134613036607e-05,0.0006567009832648318,-0.007297174228868422,-41.83656869481345,48.16724838157267,5.138108372153809,-1653661.1558061081,5088941.509651198,3586198.8202655846,-221.71860391570874,-4617.225171966216,6409.580217861282,0.9945581419367906,-3.1951114035707127e-06,3.1040366470316435e-05,0.10418301845082813
0.1,-1.6215350399479787e-05,0.0006436788520090644,-0.0073044480821125935,-41.83670679914645,48.153772233607064,5.138885785366136,-1653662.263727307,5088918.423517034,3586230.868601082,-221.44987568825877,-4617.228493569735,6409.753981114253,0.9945600423231926,-3.333407337408609e-06,3.267661609638017e-05,0.10416487476696096
0.105,-3.815621127734068e-06,0.0006462486237413667,-0.007292930535783057,-41.84295905750673,48.14629702439231,5.145509069099015,-1653663.370304941,5088895.337366331,3586262.9178052843,-221.18117783037508,-4617.231787668001,6409.92769987883,0.9945619442706577,-3.5419437149248633e-06,3.427277570993055e-05,0.10414671296493548
0.11,2.4813833208371145e-05,0.0006485485670791331,-0.007324935874820029,-41.83672680455816,48.15531142468944,5.12858120664765,-1653664.4755390843,5088872.251199282,3586294.967878058,-220.91247948470183,-4617.235032339168,6410.101409568334,0.9945638428855069,-3.7203174404748402e-06,3.5878553384506e-05,0.10412857976416216
0.115,2.2856065563555915e-06,0.0006392472054441079,-0.007307135007247335,-41.84880162245604,48.156379256547716,5.135887083166538,-1653665.5794297233,5088849.165015741,3586327.0188193866,-220.64377613622628,-4617.238383770607,6410.275121917515,0.9945657494974203,-3.828108209811416e-06,3.7497502211591565e-05,0.10411036694737769
0.12,1.6874057213366055e-05,0.0006505000995275769,-0.007287819641133051,-41.85125487226147,48.13798686926842,5.134636743276381,-1653666.6819767423,5088826.078815555,3586359.0706293336,-220.37503152358323,-4617.241690540377,6410.448856797032,0.9945676511415636,-3.989490895264441e-06,3.908746060227389e-05,0.10409219835802927
0.125,1.1192481422148197e-05,0.0006400318937219536,-0.007273608389986867,-41.85329986836463,48.14496717755349,5.1253847217804305,-1653667.7831801046,5088802.992598925,3586391.1233077743,-220.1063133086371,-4617.244961837197,6410.622519587492,0.9945695474246947,-4.1175270353593434e-06,4.070919494333143e-05,0.10407407775832286
