t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-8.190183391823886e-06,0.0006015258271063694,-0.0073854015311370525,-45.30931755793904,51.871442435762546,5.131620391086419,-1656201.7170614246,5097264.758841336,3591181.9960583495,-242.6143302865707,-4938.608152381165,6852.28340073394,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,1.2661295003992849e-05,0.000614480082443654,-0.007375094823428211,-45.310793341440636,51.86655507829903,5.1466091759618235,-1656202.9294051768,5097240.065789329,3591216.2579393955,-242.3231706116864,-4938.612650218811,6852.469017735645,0.9945238251593135,-1.7755471757200832e-07,1.4934362459221883e-06,0.10451010089089745
0.01,2.4942338824764923e-05,0.0005995762420235456,-0.0073821119845077585,-45.30802613552574,51.86096482975994,5.140554282318115,-1656204.140293199,5097215.372714998,3591250.520748601,-242.0320382367426,-4938.617082049234,6852.654664381216,0.9945257519165667,-3.066507928018593e-07,3.0245287601078253e-06,0.10449176410390423
0.015,1.753327044256471e-05,0.000617648641837887,-0.007393599670701723,-45.316237166328634,51.867183247451166,5.138840588519683,-1656205.3497256108,5097190.679618449,3591284.7844859688,-241.74092647289442,-4938.621537943373,6852.840282648231,0.9945276801663266,-4.013190636940159e-07,4.521773804963575e-06,0.1044734098341643
0.02,7.4650159366110825e-06,0.0006338005330008607,-0.007394928991671689,-45.31784923775349,51.86157348526117,5.141381621007896,-1656206.5577023523,5097165.986499591,3591319.049151483,-241.4497701409824,-4938.6260050572855,6853.02592310333,0.9945296110747025,-5.191289863659503e-07,6.062017464800063e-06,0.10445502696655429
0.025,-1.37581027085781e-05,0.0005798880738444851,-0.007398050147612972,-45.319617841135376,51.85207768102251,5.137196089498933,-1656207.7642233423,5097141.293358445,3591353.3147451794,-241.15862589883952,-4938.630453275061,6853.211555388635,0.9945315419876705,-6.661897376652627e-07,7.639790756424093e-06,0.1044366407580031
0.03,1.8759682362209715e-06,0.0006234381771954328,-0.007386711964792586,-45.331243299766975,51.84795133458505,5.144132804250995,-1656208.969288636,5097116.600195062,3591387.58126693,-240.86749155483813,-4938.634899928969,6853.397144810832,0.9945334733741906,-8.519421103010632e-07,9.07797875934105e-06,0.1044182467537765
0.035,-7.594564825078818e-06,0.0005854921313111266,-0.007371892373640643,-45.32612172434153,51.847531713266676,5.143693501398095,-1656210.1728981833,5097091.907009579,3591421.848716631,-240.5763274039262,-4938.639293143868,6853.582735708674,0.9945354014580404,-1.0101912717226088e-06,1.0628528077851979e-05,0.104399880903708
0.04,1.4098489559987738e-05,0.0006079642165186595,-0.007414341701134839,-45.34041598451972,51.843309149184975,5.141141877926357,-1656211.3750519822,5097067.213802084,3591456.1170943123,-240.2851921127296,-4938.64370494662,6853.768336932191,0.9945373253342134,-1.1820830833449783e-06,1.2082258908901165e-05,0.10438155186473705
0.045,-2.7221924764680298e-05,0.0006129875135952098,-0.007394369071762983,-45.345044012587366,51.84978222065191,5.14569448722068,-1656212.5757499703,5097042.520572585,3591490.386399931,-239.99400308265533,-4938.648094951474,6853.953910396745,0.9945392599451232,-1.3059039738737346e-06,1.3597523815841058e-05,0.104363117245552
