receive_time_s,transmit_time_est_s,pseudorange_m,pseudorange_true_m,carrier_phase_cycles,range_rate_mps,range_rate_true_mps,doppler_hz_compat
0.000499,0.00015286473997453012,103768.74040350475,103728.92988411192,48.025481673886084,-533.1008112639964,-532.9639829106377,48012.28823484247
0.0014990000000000001,0.0011527961092592256,103789.31537434024,103730.12906381532,96.07728884639931,-533.1974643518968,-532.9439967467645,48020.99303479213
0.002499,0.002152714457417245,103813.79398074772,103731.32824351871,144.2267429287237,-533.6128892345048,-532.9240105829044,48058.40715756641
0.003499,0.003152714457417245,103813.79398074772,103732.52742322211,192.3647323986147,-533.3699578135778,-532.9040244190345,48036.5281936699
0.0044989999999999995,0.00415256173617332,103859.5786578527,103733.7266029255,240.4355392926398,-533.0409525619991,-532.884038255171,48006.89722212417
0.005499,0.005152539372117054,103866.28323325198,103734.9257826289,288.4785812412736,-533.1658842847204,-532.8640520913011,48018.14886112796
0.006499,0.006152454205427541,103891.81556444035,103736.1249623323,336.4208856099538,-532.603001743608,-532.8440659274345,47967.45436163513
0.0074990000000000005,0.007152464727193195,103888.66121845267,103737.3241420357,384.50139079302045,-533.6023594874991,-532.824079763571,48057.45882427262
0.008499,0.008152322596545008,103931.27091482967,103738.52332173909,432.288287654274,-531.5994215979085,-532.8040935997045,47877.06961975518
0.009499,0.009152322596545009,103931.27091482967,103739.72250144249,480.61259630984597,-535.438738800536,-532.7841074358345,48222.84737935093
0.010499000000000001,0.01015232259654501,103931.27091482967,103740.92168114589,528.6251538774989,-534.2303693875298,-532.764121271971,48114.018843874
0.011498999999999999,0.011152322596545007,103931.27091482967,103742.12086084927,576.4485610388011,-532.1301521559898,-532.7441351081045,47924.868437523284
0.012499,0.012152133921503197,103987.8342693773,103743.32004055267,624.3876020580565,-533.1588888926279,-532.7241489442378,48017.518839986806
0.013499,0.013151970090002687,104036.94971761355,103744.51922025607,672.2896094420315,-532.5109024430739,-532.7041627803711,47959.15968627534
0.014499,0.014152102827144587,103997.15612357509,103745.71839995947,720.3441039325787,-533.441034104553,-532.6841766165045,48042.92948831598
0.015498999999999999,0.01515199616625038,104029.1322552214,103746.91757966287,768.1329174059787,-531.5720935340707,-532.6641904526344,47874.60839131554
0.016499,0.01615199616625038,104029.13225522192,103748.11675936628,816.4355087512773,-535.1976022883879,-532.6442042887711,48201.13006907756
0.017499,0.01715199616625038,104029.13225522192,103749.31593906965,864.0438207299637,-529.741859063384,-532.6242181249078,47709.77325490746
0.018499,0.01815199616625038,104029.13225522192,103750.51511877307,912.0648266686217,-532.0710400219527,-532.6042319610345,47919.544662436856
0.019499,0.01915199616625038,104029.13225522192,103751.71429847647,960.2165133970753,-533.5220442881108,-532.5842457971744,48050.22545223266
0.020499,0.02015199616625038,104029.13225522192,103752.91347817986,1008.4636002850417,-534.5813127441805,-532.5642596333043,48145.625611745294
0.021499,0.021152199942388226,103968.04170597541,103754.11265788326,1056.4941256432019,-532.7380461447094,-532.5442734694411,47979.61677177067
0.022498999999999998,0.022152173249567822,103976.04401221467,103755.31183758666,1104.583049588803,-533.4867185603008,-532.5242873055711,48047.04393573544
0.023499,0.0231521291572663,103989.26255166673,103756.51101729005,1152.391279183754,-531.6958191389701,-532.5043011417077,47885.75140456734
0.024499,0.024152129157266302,103989.26255166673,103757.71019699344,1200.6915683901227,-535.1720406628903,-532.4843149778378,48198.82793014772
0.025499,0.025152129157266303,103989.26255166673,103758.90937669684,1248.3154735433598,-529.9149966977014,-532.4643288139711,47725.36642945814
0.026499,0.026152129157266304,103989.26255166673,103760.10855640024,1296.3502913533462,-532.2243990906593,-532.4443426501077,47933.35653376511
0.027499,0.027152067948233424,104007.61255808471,103761.30773603373,1344.2901598788665,-532.2291336634257,-532.4235022347051,47933.78294030497
0.028499,0.02815187500499099,104065.45548698882,103762.5069148555,1392.3153854655682,-533.1861495440122,-532.4035160708352,48019.97399710545
0.029499,0.02915187500499099,104065.45548698882,103763.70609367726,1440.081704059131,-531.4962735616817,-532.3835299069717,47867.7798697838
0.030499,0.03015187500499099,104065.45548698882,103764.90527249903,1488.4067723278258,-535.4471731073984,-532.3635437431051,48223.606992473964
0.031499,0.031151999529196357,104028.12406938127,103766.1044513208,1536.4480016564619,-534.2395342095692,-532.3435575792352,48114.84424887823
0.032499,0.03215202738813031,104019.77217109369,103767.30363014259,1584.3386539326248,-532.4126440866048,-532.323571415375,47950.31031213711
0.033499,0.03315202738813031,104019.77217109369,103768.50280896436,1632.1981357551754,-532.530704428848,-532.3035852514986,47960.94309877168
0.034499,0.034152027388130314,104019.77217109369,103769.70198778615,1680.0238457636694,-532.1557216456217,-532.2835990876384,47927.1712847152
0.035499,0.03515201536136962,104023.37770324317,103770.9011666079,1727.9242441074905,-532.8306074453892,-532.2636129237685,47987.9530559288
0.036499000000000004,0.03615201942421919,104022.15969158597,103772.10034542967,1775.7415541708756,-531.9565880541996,-532.2436267599084,47909.23685432871
0.037499,0.037151981514113926,104033.52485522383,103773.29952425146,1823.8302083092167,-533.7057805605757,-532.2236405960285,48066.77316457222
0.038499,0.038151981514113927,104033.52485522383,103774.49870307323,1871.5453544207,-530.9280837770717,-532.2036544321718,47816.60738770465
0.039499,0.03915198151411393,104033.52485522383,103775.697881895,1919.8731520074555,-535.4774778840622,-532.1836682683019,48226.336310534134
0.040499,0.040151814798038525,104083.50507725707,103776.89706071677,1967.5745874025222,-530.6766380385595,-532.1636821044384,47793.96160473493
0.041499,0.041151914490525715,104053.61802147853,103778.09623953853,2015.4065900023083,-531.1084693752689,-532.1436959405619,47832.85333059399
0.042499,0.04215204624763451,104014.11823397457,103779.29541836033,2063.3101819761305,-532.5451076964877,-532.123709776705,47962.24029026496
0.043498999999999996,0.043151940431046844,104045.84124888599,103780.4945971821,2111.2562978536325,-532.4675408026894,-532.1037236128352,47955.25443696324
0.044499,0.0441519456207387,104044.28541840798,103781.69377600387,2159.227030483454,-532.7277719760332,-532.0837374489685,47978.691456450506
0.045499,0.045152130994328715,103988.71181420973,103782.89295482564,2207.268692668655,-532.9777403656141,-532.063751285105,48001.204185969145
0.046499,0.046152130994328716,103988.71181420973,103784.09213364741,2255.388766156411,-533.1710290609199,-532.0437651212352,48018.612211534804
0.047499,0.0471521261350994,103990.16857451083,103785.29131246921,2303.491672253025,-533.0563622862471,-532.0237789573684,48008.2850574202
