t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-1.3870837395469179e-05,0.0006411906179773838,-0.007279680105111766,-41.75568962405114,48.22354722713881,5.150165244777047,-1658763.5840503734,5105149.374697655,3596773.925093057,-226.82286500164605,-4617.160284474699,6406.276788851849,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,-2.289476050201301e-06,0.0006562000077181791,-0.0073203286353067725,-41.75982710473852,48.216630555507635,5.1429735696384995,-1658764.7174933096,5105126.288887624,3596805.956911853,-226.55430946102157,-4617.163728177141,6406.450729561988,0.9945237975367329,-2.0204380362684997e-07,1.590570528326766e-06,0.10451036374707018
0.01,-3.157806383055744e-05,0.0006680101023051034,-0.007311198903249129,-41.76529799696573,48.21154119613197,5.139524094336401,-1658765.8495934438,5105103.203060347,3596837.9896002435,-226.28574419145204,-4617.167182530555,6406.624626610268,0.994525709991762,-3.7921451211170223e-07,3.22148495451087e-06,0.10449216312652294
0.015,-2.3897960282939954e-06,0.000641753767731905,-0.007319906819000473,-41.76459951554061,48.219812277499,5.146480719811036,-1658766.980350716,5105080.117215805,3596870.023158052,-226.01716470890094,-4617.170634211763,6406.798496779299,0.9945276197263051,-6.322909366565576e-07,4.874111925292551e-06,0.10447398517034397
0.02,-1.0006160454760871e-05,0.0006357410305004282,-0.0073359505317678745,-41.78173487410751,48.21656068939341,5.141932962526618,-1658768.1097650963,5105057.031354006,3596902.0575853656,-225.74858742413087,-4617.17408540363,6406.972428632893,0.994529531400268,-8.059383610749805e-07,6.469080792498585e-06,0.10445578552796869
0.025,4.861453815182845e-06,0.0006368242218655181,-0.007331657261673816,-41.779712947073236,48.21689945370015,5.13706446733535,-1658769.2378364124,5105033.945474996,3596934.092882257,-225.47993897997614,-4617.177518380321,6407.146327935176,0.9945314469276425,-9.969526300704857e-07,8.047111080016488e-06,0.10443754596053992
0.03,-1.103860735747265e-05,0.0006606171237059527,-0.007311107258544584,-41.77503104136636,48.21529462905642,5.142263083616032,-1658770.364564505,5105010.859578745,3596966.129048639,-225.2112980599484,-4617.1809821600145,6407.320224856574,0.994533360997253,-1.1512838521509738e-06,9.631716388069554e-06,0.10441931703191822
0.035,-1.1720340339077781e-05,0.0006441867200712336,-0.007299100107245431,-41.7877052077398,48.20320520762374,5.143232730340573,-1658771.4899494825,5104987.773665194,3596998.166084556,-224.9426930214927,-4617.184438092875,6407.494141957376,0.9945352693658986,-1.3513585286047402e-06,1.1271328154782391e-05,0.10440113916251302
0.04,3.7723103877127117e-06,0.000656079004467595,-0.007336730138266281,-41.78611491572345,48.20538120088995,5.140271581845297,-1658772.6139913653,5104964.687734492,3597030.2039899356,-224.67406003217542,-4617.187843101892,6407.668009943238,0.9945371742667515,-1.5488395028597558e-06,1.2869910484262008e-05,0.10438299111192258
0.045,4.676663760966219e-06,0.0006470900921728472,-0.007274242825620128,-41.79266591535069,48.212937982953704,5.140398604301881,-1658773.7366900945,5104941.601786697,3597062.2427646806,-224.40543168920541,-4617.191274651786,6407.841887923525,0.9945390886516187,-1.7109050251860166e-06,1.4502103884045334e-05,0.10436474946441282
0.05,1.3920532577746209e-06,0.0006478566204700332,-0.007322557631049822,-41.7925289417052,48.189506643227965,5.142957327525992,-1658774.858045588,5104918.5158217205,3597094.2824088987,-224.13676571648247,-4617.194716050819,6408.015799401438,0.9945409863987467,-1.8683744305433144e-06,1.6112183941159478e-05,0.10434666314700633
0.055,2.0887937899358416e-05,0.0006694292876422649,-0.00733730475293976,-41.80471730734912,48.1943964206525,5.135027716014116,-1658775.978057882,5104895.429839678,3597126.322922475,-223.86815187102226,-4617.198100791089,6408.189631206522,0.9945428964158415,-2.0342124425182647e-06,1.7723312781348073e-05,0.10432845666708043
0.06,9.745398112793754e-06,0.0006585361834026916,-0.0073026600028974304,-41.8095803973649,48.19103954499581,5.147117291738222,-1658777.096726936,5104872.343840653,3597158.364305199,-223.5994697333478,-4617.201509423325,6408.363458300929,0.9945448099417752,-2.157203980954096e-06,1.9393163836659055e-05,0.10431021348425114
