case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151959,0.800000,170.907640,20381132.446283,949.486891,0.151959,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,39.481456,56.335295
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.161944,-0.600000,-147.590452,20615478.622187,983.936350,0.161944,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-194.615466,-190.316898
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.177726,1.100000,228.037600,20939223.927438,1036.534544,0.177726,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,247.020960,237.092998
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.201818,-0.900000,-200.342389,21352222.826700,1113.013270,0.201818,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-176.611232,-193.282284
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.228067,0.400000,286.054951,21724587.456136,1191.895630,0.228067,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,227.953986,221.707899
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.272865,-0.700000,-210.850184,22228042.239912,1317.813649,0.272865,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-300.352907,-295.433779
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.331496,1.600000,293.914207,22718811.241547,1469.571035,0.331496,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,273.862241,281.557574
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.388122,-1.300000,-224.736400,23067933.898914,1605.259998,0.388122,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-116.739039,-120.791728
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.211459,1.040000,138.787034,20357903.146124,1156.558620,0.211459,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2289.087241,145.918566
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.242377,-0.780000,-249.681778,20853372.220692,1248.408889,0.242377,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-793.130242,-340.016609
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.305659,1.430000,497.556582,21601694.680131,1421.590235,0.305659,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1493.908764,577.755794
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.464094,-1.170000,-1077.685426,22696146.579216,1796.142376,0.464094,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2669.070686,-1173.053133
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.823385,0.520000,2352.353346,23781001.643036,2476.161417,0.823385,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2781.001342,1268.788169
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.307059,-0.910000,4129.210572,24391228.408985,3590.617888,1.307059,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4207.955735,1849.119183
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.058210,2.080000,-8456.795053,24809524.743179,5285.496908,2.058210,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11591.823403,-11730.322988
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.812141,-1.690000,14208.830575,25052338.828958,6458.559352,2.812141,2052.417008,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7269.888777,10692.464422
