case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.153815,0.800000,172.077935,20381133.618434,955.988528,0.153815,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,39.751805,56.721053
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.163922,-0.600000,-148.601082,20615477.613535,990.673880,0.163922,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-195.948102,-191.620099
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.179897,1.100000,229.599093,20939225.491103,1043.632243,0.179897,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,248.712444,238.716499
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.204283,-0.900000,-201.714238,21352221.457315,1120.634658,0.204283,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-177.820580,-194.605789
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.230853,0.400000,288.013720,21724589.417691,1200.057168,0.230853,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,229.514907,223.226050
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.276199,-0.700000,-212.293986,22228040.799444,1326.837413,0.276199,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-302.409584,-297.456770
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.335545,1.600000,295.926792,22718813.258182,1479.633962,0.335545,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,275.737519,283.485545
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.392864,-1.300000,-226.275288,23067932.364766,1616.252059,0.392864,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-117.538409,-121.618850
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.214042,1.040000,139.737382,20357904.099055,1164.478186,0.214042,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2304.758489,146.917644
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.245338,-0.780000,-251.391480,20853370.513950,1256.957402,0.245338,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-798.562733,-342.344914
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.309393,1.430000,500.963614,21601698.090897,1431.324612,0.309393,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1504.136740,581.712206
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.469763,-1.170000,-1085.064906,22696139.205406,1808.441509,0.469763,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2687.345575,-1181.085469
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.833443,0.520000,2368.461148,23781017.760898,2493.116998,0.833443,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2800.041922,1277.475974
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.323026,-0.910000,4157.485452,24391256.699833,3615.204741,1.323026,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4236.765523,1861.780732
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.083353,2.080000,-8514.703184,24809466.860191,5321.689490,2.083353,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11671.199505,-11810.646703
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.846494,-1.690000,14306.125924,25052436.158660,6502.784511,2.846494,2066.470989,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7319.678619,10765.681586
