t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,-1.9523728844747036e-05,0.0006685709766844199,-0.007278091386660759,-41.760493775609405,48.222463197895365,5.138994230873335,-1653639.850072476,5089380.142985015,3585590.067023642,-226.82286500164605,-4617.160284474699,6406.276788851849,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,1.0259114222495368e-05,0.0006629656866413174,-0.007328521601923373,-41.76318513769684,48.231278313756484,5.14709387385511,-1653640.9835153278,5089357.057174904,3585622.0988423387,-226.55427565670692,-4617.16375982873,6406.450689792541,0.9945237971215269,-2.2325368147052543e-07,1.6571692237754191e-06,0.10451036769710421
0.01,1.2932247696337988e-05,0.0006517516584821853,-0.007323877565739615,-41.76657338707575,48.22153973269221,5.144380788174906,-1653642.1156152014,5089333.971347444,3585654.1315307003,-226.28567379729284,-4617.167224385016,6406.624654870555,0.9945257117167219,-3.7099367904892115e-07,3.3081834727020392e-06,0.10449214670618155
0.015,2.85928734172185e-07,0.0006486776513383449,-0.007348676610349635,-41.77081622053357,48.222119060159166,5.141246732472895,-1653643.2463720771,5089310.88550269,3585686.1650887826,-226.0170765206861,-4617.170677056305,6406.798578092322,0.9945276247625406,-5.091579434804909e-07,4.9320144301160854e-06,0.10447393722644568
0.02,1.4991261534962264e-05,0.0006641371532630243,-0.007318354383469905,-41.77808087521067,48.21561815552643,5.139480813190764,-1653644.3757859198,5089287.799640644,3585718.199516476,-225.7484605401899,-4617.17414126353,6406.972499370776,0.994529543948346,-6.779624133372415e-07,6.544899364899681e-06,0.10445566605311304
0.025,4.962113054921552e-06,0.0006577523002848378,-0.007323153775859908,-41.77267312085191,48.22088036486619,5.14707473085778,-1653645.503856639,5089264.7137613185,3585750.2348137028,-225.4798270854225,-4617.177589272841,6407.146391238557,0.9945314548786328,-8.142412484402719e-07,8.200061815685257e-06,0.10443747023499775
0.03,-9.922751266343073e-06,0.0006498726717557493,-0.007323921764735983,-41.78211268409063,48.21406161004316,5.146148716952709,-1653646.6305842646,5089241.627864752,3585782.270980527,-225.21122324378595,-4617.181037104286,6407.320338461141,0.9945333667262775,-9.737888959961147e-07,9.83673086388936e-06,0.1044192624489668
0.035,-1.0123817181234138e-05,0.0006527235358648232,-0.00730300439647008,-41.79088814921771,48.21143695091055,5.136214986218862,-1653647.7559688075,5089218.541951009,3585814.3080170117,-224.94259384473628,-4617.184460176938,6407.494255443167,0.994535278438523,-1.168288335176838e-06,1.1449922856792119e-05,0.10440105271856283
0.04,-7.837198148116277e-06,0.0006475700489005034,-0.0073269379737708855,-41.796024635261745,48.198583221916614,5.138832173535804,-1653648.8800100987,5089195.456020096,3585846.345922987,-224.67392262183466,-4617.187904957972,6407.668134567006,0.9945371843560946,-1.364031176108484e-06,1.3070150640524003e-05,0.1043828949606306
0.045,5.917907050002123e-06,0.0006391311037498165,-0.007308466034072743,-41.79138655395935,48.199553807404584,5.139877102924214,-1653650.0027080567,5089172.370072069,3585878.3846982545,-224.40526065707894,-4617.191306130164,6407.841972560903,0.9945390961842508,-1.5527446397610104e-06,1.4678161711983164e-05,0.10436467766037516
