case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.154222,0.800000,230.771962,20381192.312869,1282.066458,0.154222,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,53.310677,76.068042
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.164356,-0.600000,-199.287395,20615426.927657,1328.582631,0.164356,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-262.784095,-256.979807
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.180373,1.100000,307.913001,20939303.805487,1399.604550,0.180373,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,333.545758,320.140273
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.204824,-0.900000,-270.516907,21352152.655188,1502.871703,0.204824,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-238.473268,-260.983792
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.231464,0.400000,386.252261,21724687.656843,1609.384420,0.231464,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,307.800059,299.366172
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.276930,-0.700000,-284.705298,22227968.388862,1779.408114,0.276930,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-405.558528,-398.916301
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.336433,1.600000,396.864401,22718914.196679,1984.322007,0.336433,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,369.788655,380.179470
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.393904,-1.300000,-303.455480,23067855.185615,2167.539141,0.393904,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-157.629257,-163.101619
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.214608,1.040000,187.400377,20357951.762617,1561.669812,0.214608,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3090.663517,197.022859
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.245988,-0.780000,-337.138549,20853284.767531,1685.692745,0.245988,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1071.045902,-459.117405
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.310212,1.430000,671.837190,21601868.965292,1919.534830,0.310212,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2017.074466,780.142652
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.471007,-1.170000,-1455.169472,22695769.102083,2425.282453,0.471007,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3603.861123,-1583.929766
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.835649,0.520000,3176.319075,23781825.621030,3343.493763,0.835649,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3754.946143,1713.192790
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.326528,-0.910000,5575.561311,24392674.779194,4848.314184,1.326528,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5681.593669,2496.792006
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.088867,2.080000,-11418.981545,24806562.587345,7136.863465,2.088867,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-15652.179014,-15839.138615
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.854028,-1.690000,19185.799478,25057315.839748,8720.817945,2.854028,2771.323154,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,9816.957175,14437.760946
