case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150152,0.800000,0.352339,20380961.889176,1.957441,0.150152,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.081394,0.116140
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160019,-0.600000,-0.304269,20615625.906445,2.028462,0.160019,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.401215,-0.392353
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175614,1.100000,0.470117,20938996.357843,2.136897,0.175614,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.509253,0.488786
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199419,-0.900000,-0.413021,21352422.753668,2.294564,0.199419,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.364098,-0.398467
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225356,0.400000,0.589725,21724301.988198,2.457186,0.225356,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.469945,0.457068
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269622,-0.700000,-0.434684,22228252.652169,2.716776,0.269622,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.619200,-0.609060
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327555,1.600000,0.605927,22718517.929326,3.029636,0.327555,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.564589,0.580453
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383509,-1.300000,-0.463312,23068158.167388,3.309369,0.383509,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.240668,-0.249022
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208945,1.040000,0.286120,20357764.642696,2.384336,0.208945,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.720128,0.300853
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239496,-0.780000,-0.514739,20853621.384850,2.573693,0.239496,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.634649,-0.700961
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.302026,1.430000,1.025752,21601198.145668,2.930719,0.302026,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.080289,1.191025
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458578,-1.170000,-2.221733,22697222.037393,3.702888,0.458578,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-5.502988,-2.418394
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.813598,0.520000,4.849560,23778654.129464,5.104800,0.813598,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.733968,2.615782
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.291523,-0.910000,8.512690,24387107.695568,7.402339,1.291523,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,8.676313,3.812206
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.033745,2.080000,-17.434344,24817964.079423,10.896465,2.033745,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-23.897217,-24.182974
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.778715,-1.690000,29.292615,25038159.257572,13.314825,2.778715,4.231218,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,14.984733,22.043284
