frequency_hz,comparison_runs_ekf_pr_doppler_diverged_epochs,comparison_runs_ekf_pr_doppler_mean_clock_bias_abs_error_m,comparison_runs_ekf_pr_doppler_mean_clock_drift_abs_error_mps,comparison_runs_ekf_pr_doppler_mean_innovation_pr_m,comparison_runs_ekf_pr_doppler_mean_innovation_rr_mps,comparison_runs_ekf_pr_doppler_mean_position_error_3d_m,comparison_runs_ekf_pr_doppler_mean_velocity_error_3d_mps,comparison_runs_ekf_pr_doppler_prediction_only_epochs,comparison_runs_ekf_pr_only_diverged_epochs,comparison_runs_ekf_pr_only_mean_clock_bias_abs_error_m,comparison_runs_ekf_pr_only_mean_clock_drift_abs_error_mps,comparison_runs_ekf_pr_only_mean_innovation_pr_m,comparison_runs_ekf_pr_only_mean_position_error_3d_m,comparison_runs_ekf_pr_only_mean_velocity_error_3d_mps,comparison_runs_ekf_pr_only_prediction_only_epochs,comparison_runs_epoch_wls_mean_clock_bias_abs_error_m,comparison_runs_epoch_wls_mean_position_error_3d_m,comparison_runs_epoch_wls_mean_residual_rms_m,comparison_runs_epoch_wls_valid_epochs,degradation_window_s_end_s,degradation_window_s_start_s,ekf_pr_doppler_mean_clock_bias_error_m,ekf_pr_doppler_mean_clock_drift_error_mps,ekf_pr_doppler_mean_innovation_pr_m,ekf_pr_doppler_mean_innovation_rr_mps,ekf_pr_doppler_mean_position_error_3d_m,ekf_pr_doppler_mean_velocity_error_3d_mps,ekf_pr_doppler_prediction_only_epochs,ekf_pr_only_mean_clock_bias_error_m,ekf_pr_only_mean_clock_drift_error_mps,ekf_pr_only_mean_innovation_pr_m,ekf_pr_only_mean_position_error_3d_m,ekf_pr_only_mean_velocity_error_3d_mps,ekf_pr_only_prediction_only_epochs,epoch_wls_mean_position_error_3d_m,epoch_wls_mean_residual_rms_m,legacy_dynamic_range_rate_sigma_100ms_mps,legacy_effective_pseudorange_bias_m,legacy_effective_pseudorange_rmse_m,legacy_effective_pseudorange_sigma_100ms_m,legacy_effective_pseudorange_sigma_1s_m,legacy_tau_g_median_m,legacy_tau_g_span_m,time_axes_navigation_rate_hz,time_axes_num_navigation_epochs,time_axes_receiver_sample_rate_hz,time_axes_tracking_output_rate_hz
20000000000.0,0.0,46.58871198240925,0.04492744852369624,610.8588761470307,1.3346751715652652,48.415356774516574,0.07514235824127637,60.0,0.0,1402.548138607212,242.80588877426501,846.5292639541527,1920.7684895298603,309.4426518203368,60.0,447.10447006074435,609.1654171045905,471.73558542146964,159.0,12.693999000000002,10.077999000000002,46.58871198240925,0.04492744852369624,610.8588761470307,1.3346751715652652,48.415356774516574,0.07514235824127637,60.0,1402.548138607212,242.80588877426501,846.5292639541527,1920.7684895298603,309.4426518203368,60.0,609.1654171045905,471.73558542146964,0.108118414947883,15.522123588670594,64.13397099860296,164.28379751571973,64.01173016142062,0.14609024046289232,0.043233460862591666,10.0,219.0,500000.0,1000.0000000001102
