t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,1.4218615223175496e-05,0.0006097373633230751,-0.0074153405047693004,-45.30605436288946,51.87442460605304,5.1374578402321145,-1653639.850072476,5089380.142985015,3585590.067023642,-242.6143302865707,-4938.608152381165,6852.28340073394,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,4.1477697006947814e-06,0.0006087201221304421,-0.0074025104419380055,-45.316155533973905,51.86810555701812,5.140878974619094,-1653641.06241627,5089355.4499330325,3585624.328904766,-242.32318721250527,-4938.612640740285,6852.469048960798,0.9945238329815922,-1.2398546355140343e-07,1.5197085205324127e-06,0.10451002645333743
0.01,-1.7359915434230692e-07,0.0006064967159532513,-0.007381144219626411,-45.30610370783649,51.86421826449319,5.149366164614971,-1653642.2733042897,5089330.756858711,3585658.5917140916,-242.03202070994496,-4938.617087627954,6852.65468130457,0.9945257668992309,-2.7274433828112177e-07,3.0342566071624433e-06,0.10449162150247064
0.015,1.1513366627484915e-05,0.0006133917239493458,-0.007381753233034905,-45.317163515324644,51.85967561232047,5.145515352360699,-1653643.4827366488,5089306.063762192,3585692.855451643,-241.74092291448332,-4938.6215202118365,6852.840339132869,0.9945276948934849,-4.3166651423500247e-07,4.542147753388253e-06,0.10447326963886017
0.02,5.252427829740839e-06,0.0006009087311231845,-0.007397963472858459,-45.318788888091255,51.8558997648531,5.138620090326892,-1653644.690713418,5089281.370643537,3585727.120117408,-241.44978479548928,-4938.625942046105,6853.025967074862,0.9945296227057517,-5.633320291826387e-07,6.070234527238449e-06,0.10445491622508789
0.025,7.057011844862527e-06,0.0006160480917531551,-0.007385288806951281,-45.32403759131936,51.85464557995636,5.145159659196704,-1653645.897234488,5089256.677502715,3585761.3857112457,-241.15864324314413,-4938.630386335952,6853.211567867867,0.9945315544095593,-7.073047377625541e-07,7.565649546216777e-06,0.10443652247162648
0.03,3.1367694079445585e-06,0.00059329007657462,-0.007368374882828319,-45.334997631631275,51.85545243960998,5.138802227796084,-1653647.1022998327,5089231.984339753,3585795.6522331308,-240.8674946450203,-4938.634798423283,6853.3971861867085,0.9945334824619279,-8.507431724483171e-07,9.099177175852013e-06,0.10441816019558775
0.035,4.373949753731305e-06,0.0006163950775733746,-0.007378903982190965,-45.34215354793003,51.84916254946103,5.139347499275206,-1653648.3059093023,5089207.291154702,3585829.91968307,-240.57629315748898,-4938.639222037085,6853.582789409897,0.9945354057589786,-9.979873778062043e-07,1.0575097456868398e-05,0.10439983993759382
0.04,-5.18160867581939e-06,0.0006070086705451904,-0.007380410277445812,-45.341937706384705,51.850850508057235,5.143399347362487,-1653649.5080627291,5089182.597947593,3585864.1880609714,-240.28507761744004,-4938.643621640003,6853.768371302015,0.9945373314632782,-1.1481862080584307e-06,1.2108787465427402e-05,0.1043814934648887
0.045,6.67821441984363e-06,0.0006043845791077473,-0.007388782448495751,-45.33871938688022,51.83673349242669,5.13965016342331,-1653650.7087601004,5089157.904718497,3585898.4573668507,-239.99387088111416,-4938.648016803516,6853.953980389916,0.9945392572200701,-1.3196940645074743e-06,1.361664607637032e-05,0.1043631432115601
