t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,1.539970127031044e-05,0.0006160999286410153,-0.007390997959281447,-45.299358472276715,51.87534706292135,5.136755033561995,-1653639.850072476,5089380.142985015,3585590.067023642,-242.6143302865707,-4938.608152381165,6852.28340073394,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,2.650089860619121e-05,0.000618341028966784,-0.007394540214293483,-45.30691306667281,51.86254836379149,5.148695412980167,-1653641.0624163381,5089355.449932986,3585624.328904785,-242.32321456288688,-4938.612659435504,6852.469056506716,0.9945238266214658,-1.227115966534343e-07,1.535836439604279e-06,0.10451008697643879
0.01,2.513273175910082e-06,0.0005939515760681724,-0.00739149264187258,-45.310176402192916,51.86486556999773,5.138995747889256,-1653642.2733046485,5089330.756858632,3585658.5917141666,-242.03210957796858,-4938.6170818841165,6852.6546961136855,0.9945257584580747,-2.184077377070616e-07,3.0801454145203516e-06,0.10449170184209029
0.015,5.060164044145931e-06,0.0006005962846206029,-0.007413364108400797,-45.322046965499986,51.86887857490372,5.142995447698536,-1653643.4827373703,5089306.063762057,3585692.855451717,-241.74097909042533,-4938.6215483480055,6852.840324050728,0.9945276891567221,-3.6737339504948596e-07,4.557548272678466e-06,0.10447332424922795
0.02,2.1347688795935955e-05,0.0006104428149026805,-0.007402103968940314,-45.31584629674135,51.854254276742054,5.140974152421221,-1653644.6907143155,5089281.370643209,3585727.120117472,-241.4497990282564,-4938.625990965601,6853.025978049453,0.9945296252249392,-5.117424047208232e-07,6.052137181169563e-06,0.10445489224087037
0.025,7.881185773534373e-06,0.0006029677636596348,-0.007387526363749107,-45.31843791607815,51.859697715657205,5.138249118020054,-1653645.8972355048,5089256.67750216,3585761.3857113705,-241.15867667796005,-4938.6304282930705,6853.211581303651,0.994531558009216,-6.181864747796298e-07,7.575461046260398e-06,0.1044364881925454
0.03,6.3204542006406176e-06,0.0006073934204197224,-0.007403744282317667,-45.3328954468472,51.85712416938096,5.141882232459093,-1653647.1023010341,5089231.984338863,3585795.652233338,-240.86753503297186,-4938.6348906756275,6853.397205645677,0.9945334866453373,-7.561607538680466e-07,9.076683509668817e-06,0.1044181203532742
0.035,1.0145016641678673e-05,0.0006054611000053365,-0.007375145009368382,-45.33899872024768,51.8536206152962,5.145596865634751,-1653648.3059107312,5089207.29115336,3585829.9196834173,-240.57634384884062,-4938.639310285572,6853.582826101371,0.9945354191727116,-8.991711971463834e-07,1.05885021772712e-05,0.10439971215493826
0.04,4.987542929298429e-07,0.0006036590258081349,-0.007400113736376172,-45.33915608278568,51.84329403000069,5.149692380327698,-1653649.5080644467,5089182.59794583,3585864.188061598,-240.28514230717778,-4938.643701938085,6853.768446342983,0.9945373438940591,-1.0321673917906382e-06,1.209651471083777e-05,0.10438137502811111
0.045,9.353607034692134e-06,0.0006051066203629645,-0.007390912690223604,-45.34256607230289,51.838987895349135,5.137843006159324,-1653650.7087622273,5089157.904716423,3585898.4573678263,-239.99396996846292,-4938.648060810328,6853.954044855759,0.9945392747895948,-1.1886780040475312e-06,1.359752937528683e-05,0.10436297578490801
