case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149923,0.800000,0.487051,20380962.023658,2.705840,0.149923,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.112514,0.160544
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159774,-0.600000,-0.420602,20615625.789867,2.804013,0.159774,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.554613,-0.542363
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175345,1.100000,0.649860,20938996.537317,2.953907,0.175345,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.703958,0.675666
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199114,-0.900000,-0.570934,21352422.595450,3.171856,0.199114,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.503306,-0.550814
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225012,0.400000,0.815197,21724302.213326,3.396654,0.225012,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.649622,0.631821
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269209,-0.700000,-0.600879,22228252.485561,3.755494,0.269209,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.855942,-0.841924
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327054,1.600000,0.837594,22718518.160492,4.187971,0.327054,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.780451,0.802381
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.382922,-1.300000,-0.640452,23068157.989661,4.574656,0.382922,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.332684,-0.344232
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208626,1.040000,0.395514,20357764.751770,3.295951,0.208626,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,6.524797,0.415880
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239130,-0.780000,-0.711541,20853621.187681,3.557705,0.239130,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.259633,-0.968963
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301564,1.430000,1.417933,21601198.537386,4.051236,0.301564,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.257990,1.646396
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.457876,-1.170000,-3.071179,22697221.187245,5.118631,0.457876,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-7.606973,-3.343030
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.812353,0.520000,6.703717,23778655.982375,7.056544,0.812353,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.926264,3.615887
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.289547,-0.910000,11.767389,24387110.948291,10.232512,1.289547,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,11.993570,5.269746
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.030634,2.080000,-24.100103,24817957.410553,15.062564,2.030634,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-33.033958,-33.428970
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.774464,-1.690000,40.492205,25038170.452911,18.405548,2.774464,5.848961,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,20.713923,30.471201
