t_s,gyro_x_radps,gyro_y_radps,gyro_z_radps,accel_x_mps2,accel_y_mps2,accel_z_mps2,ins_pos_ecef_x_m,ins_pos_ecef_y_m,ins_pos_ecef_z_m,ins_vel_ecef_x_mps,ins_vel_ecef_y_mps,ins_vel_ecef_z_mps,ins_quat_w,ins_quat_x,ins_quat_y,ins_quat_z
0.0,1.0984547739790893e-05,0.0006606226414658505,-0.007302793433888027,-41.76151385980175,48.22431226559534,5.138185613838927,-1656201.7170614246,5097264.758841336,3591181.9960583495,-226.82286500164605,-4617.160284474699,6406.276788851849,0.9945218953682734,0.0,0.0,0.10452846326765354
0.005,-6.150051167994683e-06,0.0006554087919530068,-0.0073323036670705465,-41.758297662714426,48.22703573672645,5.135124121872548,-1656202.8505042538,5097241.673031212,3591214.027877057,-226.55426666856053,-4617.163765126357,6406.450694149775,0.9945238035756088,-1.4532374067878004e-07,1.6453796984296096e-06,0.10451030628017298
0.01,4.322099887067289e-06,0.0006366364800475771,-0.007315628310817385,-41.76701713060759,48.22334842658326,5.134709379829598,-1656203.9826041183,5097218.587203606,3591246.0605653245,-226.2856791366432,-4617.167277286271,6406.624612808682,0.9945257191577419,-3.3188726636752106e-07,3.2733192865114223e-06,0.10449207588593241
0.015,5.2692702675362484e-06,0.0006378634200031681,-0.007311204093443399,-41.77067063653885,48.21938881286457,5.1442709592103215,-1656205.1133609766,5097195.501358484,3591278.0941231465,-226.0170641896674,-4617.170771318324,6406.798515969515,0.994527630047918,-4.875097019887554e-07,4.857320661837886e-06,0.10447388691649445
0.02,-7.600142838462672e-06,0.0006564731012513039,-0.007316906348857623,-41.77813875193384,48.21559597574844,5.140773790975187,-1656206.2427747815,5097172.415496011,3591310.128550523,-225.74845774387424,-4617.174217716452,6406.9724347646,0.9945295394475594,-6.410975739018063e-07,6.4446199915640124e-06,0.10445570891187
0.025,3.16980586959945e-06,0.0006615617329689349,-0.007315645017629726,-41.78057548800171,48.219707052626475,5.1420993987310695,-1656207.3708454901,5097149.329616317,3591342.1638474353,-225.4798257031325,-4617.177660463024,6407.1463300704145,0.9945314500008418,-8.315427848112885e-07,8.074828295105887e-06,0.10443751669457152
0.03,-6.5226747651042775e-06,0.0006403158797230274,-0.007315672881480297,-41.78285696731584,48.21063296897086,5.138844475916125,-1656208.49757301,5097126.243719392,3591374.20001389,-225.21118226287336,-4617.181108955968,6407.320251763904,0.9945333598892985,-9.965389483485997e-07,9.720500575994027e-06,0.10441932757790598
0.035,7.592273545362466e-06,0.0006550742398666157,-0.007314962270537902,-41.787677197013075,48.20353742887422,5.132175356104463,-1656209.6229573318,5097103.157805242,3591406.2370498534,-224.94254642200275,-4617.184551493218,6407.494133717226,0.9945352694502221,-1.1800876562961935e-06,1.131081837323025e-05,0.104401138357046
0.04,3.6319080756863454e-06,0.0006546578011158723,-0.007303370197332455,-41.79015407689514,48.20746734053917,5.142175768648939,-1656210.746998445,5097080.07187386,3591438.2749551185,-224.67389881255525,-4617.188000831983,6407.667972203332,0.9945371784900564,-1.3323937829464984e-06,1.2941514484631879e-05,0.10438295086737039
0.045,-1.356484600797241e-05,0.0006527464723864998,-0.007311827001659423,-41.7915580120575,48.202384488663526,5.142475697207004,-1656211.8696963196,5097056.985925306,3591470.3137297,-224.40525107242902,-4617.1914212078755,6407.841860570321,0.9945390841701123,-1.4944376880893518e-06,1.45701417341547e-05,0.10436479216456052
0.05,-4.1683798618398225e-06,0.0006347364738508654,-0.007327303566557231,-41.79248377616502,48.19525139433469,5.139672657491644,-1656212.9910509775,5097033.899959671,3591502.353373692,-224.13661207954007,-4617.194832517615,6408.015736059277,0.9945409917220647,-1.6987403223488023e-06,1.618952988020567e-05,0.10434661240071698
0.055,-2.0690550505986144e-05,0.000646769066894158,-0.0073166188855679146,-41.79960592227582,48.19707582635828,5.142203694837866,-1656214.1110624669,5097010.813976982,3591534.393886987,-223.86798375123448,-4617.198243331397,6408.189582089963,0.9945429029765042,-1.8749824496875335e-06,1.776658997408575e-05,0.10432839412116317
0.06,4.185128980322301e-06,0.0006568556625774772,-0.007297297471793541,-41.80895929940439,48.18168874181597,5.136378889862459,-1656215.2297307483,5096987.727977273,3591566.4352695537,-223.59932880296873,-4617.201640282407,6408.363444579602,0.9945448111077478,-2.0954424734807565e-06,1.936925810826119e-05,0.10431020237299578
