receive_time_s,tau_est_s,tau_true_s,carrier_phase_rad,carrier_frequency_hz,fd_true_hz,post_corr_snr_db,carrier_lock_metric
0.000499,0.00034619999999999974,0.00034600246736742697,300.36163373309165,47905.5,48000.07694535719,6.666196614318749,-0.17044547830122608
0.0014990000000000001,0.00034619999999999974,0.0003460064674096059,603.8474166214489,48199.801228574725,47998.2769453572,18.70527061527123,-0.1362082050004267
0.002499,0.00034619999999999974,0.0003460104674517849,903.0222825369858,47716.620035533764,47996.476945356895,16.47603038229643,-0.4670743662406332
0.003499,0.00034619999999999974,0.0003460144674939639,1204.8859820273958,47941.638637684126,47994.67694535749,17.872789420604388,-0.8590126007660067
0.0044989999999999995,0.00034619999999999974,0.0003460184675361428,1507.3529896845234,48037.65811462496,47992.876945357195,15.81670835041715,-0.31695223007248835
0.005499,0.00034627398309889187,0.0003460224675783218,1808.1970338193203,47907.218849699915,47991.07694535719,17.45099767483955,0.9247842640133809
0.006499,0.00034629435168799413,0.00034602646762050074,2111.330872962585,48149.70459288968,47989.27694535749,17.14380984269569,0.15761236314199964
0.0074990000000000005,0.00034629435168799413,0.00034603046766267973,2410.8935948701164,47778.34923386746,47987.47694535719,17.636577811123043,-0.9486530591726549
0.008499,0.00034629435168799413,0.0003460344677048587,2714.9047393346405,48283.415120332196,47985.6769453572,17.576251191439496,-0.9924774742556065
0.009499,0.0003464541540162684,0.00034603846774703767,3016.5702669419543,48079.95622751426,47983.876945357195,15.120498667272503,0.5308701999172171
0.010499000000000001,0.0003464541540162684,0.00034604246778921667,3317.2296939786615,47952.89527629009,47982.07694535748,17.96340073914506,-0.7081880896271466
0.011498999999999999,0.0003464541540162684,0.00034604646783139556,3617.98330034417,47967.88438200583,47980.2769453572,17.327529221836944,-0.3855835464907205
0.012499,0.0003467413556141779,0.00034605046787357455,3919.67671254152,48033.5397312218,47978.476945357485,17.274910275481684,0.9665598066499188
0.013499,0.0003467413556141779,0.0003460544679157535,4219.750788334594,47859.733732420966,47976.6769453569,18.054897829232015,0.038433103760432144
0.014499,0.0003467413556141779,0.0003460584679579325,4523.376042140533,48221.998714525376,47974.876945357195,16.789095133120448,-0.9350805838248696
0.015498999999999999,0.0003467413556141779,0.00034606246800011144,4824.796545901836,48074.02439908166,47973.07694535748,18.123912663564706,-0.3750268209979046
0.016499,0.0003467413556141779,0.00034606646804229043,5125.353916494734,47936.652488783555,47971.2769453572,17.510489816247027,-0.9951567418769813
0.017499,0.00034688009567453696,0.0003460704680844694,5426.442643202564,47987.562375564274,47969.47694535719,17.679564436695106,0.5382809483578417
0.018499,0.00034695131008750176,0.0003460744681266483,5727.484654876601,47954.92704852526,47967.6769453572,17.13739951357988,0.8081226423997262
0.019499,0.0003470972380813035,0.0003460784681688273,6029.672101805286,48055.60841476347,47965.876945357195,16.802781182489277,0.8381938072978921
0.020499,0.0003470972380813035,0.00034608246821100626,6332.930014602735,48163.53457722391,47964.07694535719,10.684836869245192,-0.9886191207486188
0.021499,0.0003469913273204422,0.00034608646825318526,6633.8548935710705,47888.935879322664,47962.2769453572,18.172282880737352,0.9975393553911444
0.022498999999999998,0.0003469913273204422,0.0003460904682953642,6937.064171483026,48155.794094790894,47960.4769453566,16.926807637274806,-0.7338576710757966
0.023499,0.0003469913273204422,0.00034609446833754314,7236.321987841415,47729.82200854526,47958.67694535749,14.748454199812313,-0.9624477994356891
0.024499,0.0003469913273204422,0.00034609846837972214,7537.891794345925,47894.86411623804,47956.876945357195,17.47601481028867,-0.7741921280521272
0.025499,0.0003469913273204422,0.0003461024684219011,7840.388436792555,48042.3746378618,47955.07694535719,18.453249533476207,-0.7683246164590768
0.026499,0.0003470722927002829,0.0003461064684640801,8140.997295957279,47874.619522966066,47953.2769453572,16.982102848659725,0.8952710101888139
0.027499,0.0003470722927002829,0.0003461104685059601,8444.260154622667,48164.321736554186,47951.39002306247,18.893373832184455,-0.3152689648835715
0.028499,0.0003470722927002829,0.0003461144685443702,8743.403644111637,47711.62632214901,47949.59002306159,16.865639634303896,-0.506923109377639
0.029499,0.0003470722927002829,0.00034611846858278024,9045.101299693099,47915.21192880485,47947.79002306247,17.04130118301185,-0.9739571041264085
0.030499,0.00034695133016593075,0.00034612246862119033,9346.702633523491,47961.938673792596,47945.99002306188,16.662468608967924,0.8350602684404613
0.031499,0.00034716922025604055,0.00034612646865960037,9648.149726255333,47979.21938175156,47944.190023062474,16.539393005324545,0.9993576863077623
0.032499,0.0003470865037798365,0.00034613046869801046,9948.668022907406,47901.08910653671,47942.39002306188,17.532996008804457,0.48347961519104055
0.033499,0.00034706240895574213,0.00034613446873642056,10251.400307294323,48119.079754652645,47940.590023062185,17.731864428619893,0.6054653938800527
0.034499,0.00034706240895574213,0.00034613846877483065,10550.838591549393,47758.54436637132,47938.79002306218,18.718788731412104,-0.8396849340727144
0.035499,0.00034706240895574213,0.0003461424688132407,10852.406178469515,47894.51085841112,47936.99002306247,14.988625076322801,-0.8996778410236967
0.036499000000000004,0.0003470711861231833,0.00034614646885165073,11153.99807753501,47964.5188269376,47935.190023061885,18.475267630588583,0.8667191250469868
0.037499,0.0003469526569265937,0.0003461504688900608,11455.228031002105,47960.27336419135,47933.39002306218,16.442437670932417,0.9646558048373334
0.038499,0.0003470310714541777,0.0003461544689284709,11756.34581842879,47959.974769881235,47931.590023062185,17.679509530213423,0.8647379581924219
0.039499,0.000346911764189856,0.000346158468966881,12057.99669528609,48012.27790789464,47929.79002306218,17.653019990746515,0.9989837233961294
0.040499,0.000346911764189856,0.0003461624690052911,12361.696791181821,48233.91020306699,47927.99002306218,9.34492929687294,-0.3591955365550701
0.041499,0.000346911764189856,0.0003461664690437011,12660.842309820877,47711.9492714155,47926.190023062474,17.83875900482194,-0.29150271516978193
0.042499,0.00034708536027709165,0.0003461704690821112,12962.252045319261,47894.3407102631,47924.39002306218,18.138125570467253,0.4256643759338628
0.043498999999999996,0.00034708536027709165,0.0003461744691205213,13264.821600226222,48053.979016336336,47922.590023062185,17.60194876132251,-0.8013459185123555
0.044499,0.0003469921142708035,0.00034617846915893137,13565.313435068249,47850.735535683794,47920.79002306247,17.29270519228595,0.9271703430448007
0.045499,0.0003469921142708035,0.00034618246919734146,13868.702410688762,48184.393873370114,47918.99002306247,17.19361110014013,-0.6193238827524582
0.046499,0.0003469921142708035,0.00034618646923575155,14170.274542905074,48098.15681720977,47917.19002306218,15.718093484015645,-0.0942633151208435
